Date,Country,City,Specie,count,min,max,median,variance
26/05/2020,GB,London,pm25,644,5,139,40,1992.88
03/05/2020,GB,London,pm25,590,1,74,35,1882.71
25/05/2020,GB,London,pm25,650,5,161,46,1967.88
14/06/2020,GB,London,pm25,570,4,117,28,6557.31
17/06/2020,GB,London,pm25,633,2,85,38,1505.68
03/07/2020,GB,London,pm25,602,5,77,26,975.68
09/04/2020,GB,London,pm25,615,14,164,93,18216.3
28/04/2020,GB,London,pm25,589,1,61,25,1278.27
01/05/2020,GB,London,pm25,573,2,63,24,1107.87
27/05/2020,GB,London,pm25,650,5,97,38,1585.64
03/06/2020,GB,London,pm25,660,2,99,45,3601.32
24/06/2020,GB,London,pm25,606,25,81,56,1144.78
07/04/2020,GB,London,pm25,570,6,132,50,4183.31
21/04/2020,GB,London,pm25,634,13,82,44,1140.01
14/05/2020,GB,London,pm25,599,1,63,22,1137.7
09/06/2020,GB,London,pm25,566,4,536,34,5884.04
30/06/2020,GB,London,pm25,603,1,65,21,1010.11
15/04/2020,GB,London,pm25,616,6,154,59,2704.64
04/05/2020,GB,London,pm25,590,6,74,38,1463.06
02/06/2020,GB,London,pm25,657,5,134,35,1765.74
14/04/2020,GB,London,wind-speed,714,0.1,10,4.4,52.95
24/04/2020,GB,London,wind-speed,659,0.1,9.2,2.7,47.82
12/05/2020,GB,London,wind-speed,663,0.1,8,3.2,42.14
17/05/2020,GB,London,wind-speed,683,0.1,12.2,3.6,78.01
18/05/2020,GB,London,wind-speed,765,0.2,14.5,4.4,113.72
26/06/2020,GB,London,wind-speed,729,0.1,16.7,3.9,160.89
03/07/2020,GB,London,wind-speed,713,0.1,20,6.6,329.3
15/04/2020,GB,London,wind-speed,626,0.1,10.5,3.3,69.7
22/04/2020,GB,London,wind-speed,722,0.1,14.5,5.7,113.48
14/05/2020,GB,London,wind-speed,714,0.2,12.7,5.1,96.44
01/06/2020,GB,London,wind-speed,747,0.2,13,4.6,79.6
02/07/2020,GB,London,wind-speed,686,0.1,12.7,4.1,114.46
06/04/2020,GB,London,wind-speed,688,0.1,12.7,4.5,112.53
10/04/2020,GB,London,wind-speed,768,0.1,15,4.1,123.67
20/04/2020,GB,London,wind-speed,758,0.1,18.6,7.7,260.18
25/05/2020,GB,London,wind-speed,597,0.1,5.5,2,21.57
23/06/2020,GB,London,wind-speed,718,0.1,10,4.1,61.02
24/06/2020,GB,London,wind-speed,738,0.2,15.2,4.5,145.08
27/06/2020,GB,London,wind-speed,748,0.6,26.2,7.7,344.47
01/07/2020,GB,London,wind-speed,756,0.2,14.5,4.6,143.44
05/04/2020,GB,London,wind-speed,623,0.1,19,7.2,232.02
08/04/2020,GB,London,wind-speed,699,0.1,10.2,3,61.2
07/05/2020,GB,London,wind-speed,628,0.1,11,2.6,61.12
07/06/2020,GB,London,wind-speed,697,0.1,11,4.2,94.09
16/06/2020,GB,London,wind-speed,711,0.1,10.7,3,50.76
17/06/2020,GB,London,wind-speed,602,0.1,7.5,2,23.13
07/04/2020,GB,London,wind-speed,629,0.1,11.2,3,82.12
08/05/2020,GB,London,wind-speed,532,0.2,7.9,2,43.51
09/05/2020,GB,London,wind-speed,569,0.1,14.2,4,124.55
27/05/2020,GB,London,wind-speed,725,0.1,10.7,2.8,57.29
18/06/2020,GB,London,wind-speed,678,0.1,12,3.2,99.73
19/06/2020,GB,London,wind-speed,734,0.1,19,5.6,164.54
03/04/2020,GB,London,wind-speed,590,0.1,9,3.5,58.81
25/04/2020,GB,London,wind-speed,738,0.1,9.7,4.9,55.49
30/03/2020,GB,London,wind-speed,488,0.2,11.7,6.2,119.55
31/03/2020,GB,London,wind-speed,632,0.2,12.2,6.1,93.79
16/04/2020,GB,London,wind-speed,715,0.1,11.6,3.3,57.13
24/05/2020,GB,London,wind-speed,715,0.1,15.7,5.6,136.77
02/06/2020,GB,London,wind-speed,678,0.1,10,4,61.33
05/07/2020,GB,London,wind-speed,744,1.8,21.7,8.4,327.08
26/04/2020,GB,London,wind-speed,569,0.1,8,2.7,37.58
02/05/2020,GB,London,wind-speed,695,0.1,10,3.8,84.64
26/05/2020,GB,London,wind-speed,541,0.1,9,3.1,52.84
28/05/2020,GB,London,wind-speed,768,0.1,13.7,5.6,115.9
20/06/2020,GB,London,wind-speed,749,0.1,13.7,4.3,117.9
28/04/2020,GB,London,wind-speed,736,0.1,12.5,4.8,69.99
21/05/2020,GB,London,wind-speed,659,0.1,10.2,2.2,30.54
22/05/2020,GB,London,wind-speed,747,0.2,22.5,6.2,334.54
08/06/2020,GB,London,wind-speed,752,0.4,10.2,4.5,74.42
13/06/2020,GB,London,wind-speed,694,0.1,16.2,5.7,207.98
21/06/2020,GB,London,wind-speed,768,0.1,15,5.5,137.72
27/04/2020,GB,London,wind-speed,634,0.1,12.2,3.1,73.82
01/05/2020,GB,London,wind-speed,693,0.1,16.7,5.2,146.69
06/05/2020,GB,London,wind-speed,707,0.2,12.7,4.8,83.02
29/05/2020,GB,London,wind-speed,756,0.1,13.7,5,116.23
09/06/2020,GB,London,wind-speed,675,0.2,11,2.6,54.62
14/06/2020,GB,London,wind-speed,723,0.1,11.5,3.8,87.98
01/04/2020,GB,London,wind-speed,612,0.1,10.1,2.8,69.07
29/04/2020,GB,London,wind-speed,642,0.1,16.5,3.6,169.65
30/04/2020,GB,London,wind-speed,729,0.1,19.2,4.3,231.86
03/06/2020,GB,London,wind-speed,653,0.1,13.7,3,164.57
09/04/2020,GB,London,wind-speed,727,0.1,15.2,3.8,141.74
13/04/2020,GB,London,wind-speed,763,1.2,18.5,8.5,187.93
23/04/2020,GB,London,wind-speed,705,0.1,10.1,4.1,59.89
11/05/2020,GB,London,wind-speed,744,0.2,22.2,7.6,315.43
16/05/2020,GB,London,wind-speed,667,0.1,11.6,3.2,65.16
19/05/2020,GB,London,wind-speed,743,0.1,10.5,3.6,66.52
30/05/2020,GB,London,wind-speed,756,0.2,15.2,5.1,144.43
10/06/2020,GB,London,wind-speed,624,0.1,10.5,3.8,64.61
11/06/2020,GB,London,wind-speed,714,0.1,17,5.7,130.75
29/06/2020,GB,London,wind-speed,768,2,21.3,7.9,237.16
04/07/2020,GB,London,wind-speed,744,1.1,18,6.3,278.34
04/04/2020,GB,London,wind-speed,572,0.1,13.5,4.3,127.18
18/04/2020,GB,London,wind-speed,744,0.2,9.3,3.5,46.35
19/04/2020,GB,London,wind-speed,692,0.2,15,5.7,128.45
04/05/2020,GB,London,wind-speed,678,0.1,15.7,5,128.02
05/05/2020,GB,London,wind-speed,708,0.6,16.7,8.3,170.62
13/05/2020,GB,London,wind-speed,673,0.4,14.7,4.9,127.22
06/06/2020,GB,London,wind-speed,737,0.1,19.5,5.6,254.75
12/06/2020,GB,London,wind-speed,726,0.1,16.2,6.5,136.64
28/06/2020,GB,London,wind-speed,768,1.8,19.7,7,266.37
12/04/2020,GB,London,wind-speed,567,0.1,13.5,2.8,78.81
21/04/2020,GB,London,wind-speed,755,0.1,16.7,8.4,147.54
03/05/2020,GB,London,wind-speed,563,0.1,6.7,3.3,31.28
31/05/2020,GB,London,wind-speed,756,0.1,17.2,6.4,167.69
05/06/2020,GB,London,wind-speed,720,0.1,22,6.2,278.66
22/06/2020,GB,London,wind-speed,733,0.1,13.7,4.3,118.73
25/06/2020,GB,London,wind-speed,742,0.1,15,5.2,150.65
02/04/2020,GB,London,wind-speed,691,0.1,15,5.1,137.94
11/04/2020,GB,London,wind-speed,559,0.1,10.2,2.5,59.25
17/04/2020,GB,London,wind-speed,636,0.4,14.2,6.7,112.26
20/05/2020,GB,London,wind-speed,646,0.1,11,2.9,80.98
04/06/2020,GB,London,wind-speed,768,0.1,13.5,5.4,153.39
15/06/2020,GB,London,wind-speed,642,0.1,9.2,2.8,34.62
30/06/2020,GB,London,wind-speed,768,0.5,14.2,4.1,120.38
10/05/2020,GB,London,wind-speed,680,0.2,20.7,7,374.56
15/05/2020,GB,London,wind-speed,632,0.1,8.2,2.5,44.3
23/05/2020,GB,London,wind-speed,768,1,22.5,7.5,296.87
21/05/2020,GB,London,co,159,1,5,2.8,18.55
23/05/2020,GB,London,co,164,0.2,3.9,2.6,13.57
28/05/2020,GB,London,co,167,0.4,6.4,3.9,19.54
06/06/2020,GB,London,co,172,1.9,5.5,2.8,11.79
10/06/2020,GB,London,co,170,2.8,6.8,4.6,6.12
23/06/2020,GB,London,co,186,2.2,5.9,3.9,11.13
01/04/2020,GB,London,co,170,2.6,7.4,5.7,26.22
15/05/2020,GB,London,co,125,2.8,4.6,3.7,3.43
08/05/2020,GB,London,co,151,1.9,6.4,2.8,13.15
24/05/2020,GB,London,co,161,0.3,5.6,1.1,23.8
09/06/2020,GB,London,co,172,1,6.4,4.2,26.91
19/06/2020,GB,London,co,172,1.9,5.5,4.3,11.01
30/03/2020,GB,London,co,155,2.5,6.4,4.9,11.75
20/04/2020,GB,London,co,125,0.2,3.7,1.9,12.81
09/05/2020,GB,London,co,127,1,6.4,2.8,14.45
25/05/2020,GB,London,co,192,0.7,4.8,2.2,19.23
16/06/2020,GB,London,co,169,1.9,5.5,4.3,7.86
30/06/2020,GB,London,co,68,4.6,5.5,5.5,1.54
10/04/2020,GB,London,co,164,2.8,4.6,3.7,1.77
13/04/2020,GB,London,co,179,2,6.4,3.2,19.29
03/05/2020,GB,London,co,168,1.1,4.6,2.3,7.98
13/05/2020,GB,London,co,144,2,5.3,3.2,6.98
22/05/2020,GB,London,co,168,0.7,4.6,2.8,15.64
29/05/2020,GB,London,co,173,2.8,7.4,3.9,13.65
31/05/2020,GB,London,co,184,2.8,4.6,3.8,3.53
04/06/2020,GB,London,co,178,1.3,5.3,3.7,8.44
16/04/2020,GB,London,co,187,0.4,4.8,1.4,24.8
29/04/2020,GB,London,co,143,0.2,3.9,2.2,13.11
21/06/2020,GB,London,co,181,1.1,5.5,3.7,15.65
03/07/2020,GB,London,co,66,4.6,5.6,5,1.32
10/05/2020,GB,London,co,113,1,4.6,2.8,13.92
01/06/2020,GB,London,co,169,1.9,4.6,3.7,6.64
28/06/2020,GB,London,co,174,2.8,5.5,3.7,6.13
02/07/2020,GB,London,co,60,4.6,5.9,5,1.59
31/03/2020,GB,London,co,169,2.7,7.3,5.5,17.69
03/04/2020,GB,London,co,174,2.5,8.5,5.5,28.61
02/05/2020,GB,London,co,142,1,5,2.8,8.63
19/05/2020,GB,London,co,160,0.4,4.6,1.1,23.07
20/05/2020,GB,London,co,187,0.2,4.9,2.8,21.29
27/06/2020,GB,London,co,54,1.9,5.6,5,22.53
12/04/2020,GB,London,co,189,2.2,4.6,3.7,2.65
18/04/2020,GB,London,co,29,3.2,4,3.7,0.3
26/04/2020,GB,London,co,153,1.9,3.9,2.8,3.48
13/06/2020,GB,London,co,174,2.8,5.7,3.7,10.5
14/06/2020,GB,London,co,173,2.2,5.7,3.7,8.37
29/06/2020,GB,London,co,63,2.7,5.3,4.6,3.64
11/04/2020,GB,London,co,189,2.8,5.3,4,3.01
23/04/2020,GB,London,co,136,1.1,4.6,2.8,10.14
04/05/2020,GB,London,co,145,0.9,3.9,2.2,10.43
07/05/2020,GB,London,co,107,1.9,5.3,2.8,5.17
17/05/2020,GB,London,co,151,1.9,4.6,3.1,5.17
15/04/2020,GB,London,co,157,1,4,2.8,6.07
24/04/2020,GB,London,co,145,1.9,4.6,2.8,5.17
09/04/2020,GB,London,co,121,3.2,4.6,4,1.33
14/04/2020,GB,London,co,175,1.9,6.6,3,22.33
01/05/2020,GB,London,co,147,1,3.7,1.9,7.52
12/05/2020,GB,London,co,134,3,5.3,3.7,4.47
04/04/2020,GB,London,co,179,2.7,7.7,5,17.36
07/04/2020,GB,London,co,177,2.9,5.5,4.4,5.55
11/05/2020,GB,London,co,157,3,4.6,3.7,2.5
02/06/2020,GB,London,co,171,2,6.4,3.7,13.59
20/06/2020,GB,London,co,161,1.9,5.5,3.9,8.95
22/06/2020,GB,London,co,168,2.8,6.4,4.6,6.44
21/04/2020,GB,London,co,122,0.3,3.7,2.8,14.07
06/05/2020,GB,London,co,126,1.9,5.5,2.8,14.63
04/07/2020,GB,London,co,66,4.9,5.6,5.4,0.48
28/04/2020,GB,London,co,142,0.4,4,1.1,15.2
26/06/2020,GB,London,co,180,2.2,6.8,3.7,21.44
27/05/2020,GB,London,co,167,1,4.7,2.8,17.19
30/05/2020,GB,London,co,169,1.9,5.5,4,10.75
01/07/2020,GB,London,co,42,5,5.5,5.5,0.17
06/04/2020,GB,London,co,183,2.6,5.5,3.7,8.66
26/05/2020,GB,London,co,177,1,5.5,1.9,24.11
16/05/2020,GB,London,co,109,2.8,6.4,3.2,11.05
03/06/2020,GB,London,co,175,1.4,6.6,2.8,22.91
08/06/2020,GB,London,co,146,0.2,4.2,1.1,19.4
15/06/2020,GB,London,co,181,2.8,5.5,4.6,5.22
17/06/2020,GB,London,co,176,1.4,5.8,4,14.89
02/04/2020,GB,London,co,186,2.8,6.7,5.3,15.68
30/04/2020,GB,London,co,126,0.3,3.9,1.9,9.75
07/06/2020,GB,London,co,157,0.2,4.9,1.1,31.26
11/06/2020,GB,London,co,189,2,5.5,2.8,11.03
17/04/2020,GB,London,co,33,3.2,3.7,3.7,0.48
22/04/2020,GB,London,co,114,1.9,4.6,3.2,8.23
05/05/2020,GB,London,co,129,1,4.6,3,13.07
18/05/2020,GB,London,co,161,1,3.8,2.8,8.63
05/06/2020,GB,London,co,171,1,4.6,3.7,8.29
24/06/2020,GB,London,co,210,1.9,6.7,3.7,19.72
25/06/2020,GB,London,co,195,1.9,6.4,3.7,20.14
05/07/2020,GB,London,co,30,4.3,5.5,4.6,1.08
05/04/2020,GB,London,co,169,2.8,5.5,4.8,11.14
27/04/2020,GB,London,co,160,1,4.6,2.8,13.24
25/04/2020,GB,London,co,134,1.1,3.8,2.6,6.42
14/05/2020,GB,London,co,126,2.8,4.6,3.7,2.75
12/06/2020,GB,London,co,189,1.9,5.8,3.7,18.5
18/06/2020,GB,London,co,184,1,5.5,4.3,19.96
08/04/2020,GB,London,co,166,3.5,4.6,3.8,1.53
19/04/2020,GB,London,co,104,0.3,4.6,3,16.23
02/04/2020,GB,London,o3,390,3.2,35.9,20.5,543.07
16/04/2020,GB,London,o3,399,0.4,39.4,17.7,586.65
08/04/2020,GB,London,o3,403,0.3,49.7,16.4,1481.26
26/05/2020,GB,London,o3,376,0.9,43.7,21.8,979.42
28/06/2020,GB,London,o3,407,8.4,29.8,19.7,196.58
02/07/2020,GB,London,o3,402,0.2,29.1,11.9,333.89
31/03/2020,GB,London,o3,382,8.5,36,25.4,303.94
13/04/2020,GB,London,o3,408,17.5,36.2,29.7,125.47
05/05/2020,GB,London,o3,367,10.9,39.6,27.1,259.98
05/06/2020,GB,London,o3,408,3.1,32.5,18.4,349.01
16/06/2020,GB,London,o3,402,0.5,39.8,18.7,741.37
24/06/2020,GB,London,o3,408,1.2,97.5,31.5,5706.52
29/06/2020,GB,London,o3,400,6.1,30.3,18.4,290.34
01/04/2020,GB,London,o3,381,0.1,34.5,19.7,640.14
18/04/2020,GB,London,o3,402,2.3,30.1,19.8,242.66
27/04/2020,GB,London,o3,370,1.9,41.7,23.6,676.18
23/05/2020,GB,London,o3,408,9.6,41.5,22.6,244.86
31/05/2020,GB,London,o3,360,11.2,44.1,28.2,416.1
03/06/2020,GB,London,o3,403,0.8,36,22.3,981.87
30/03/2020,GB,London,o3,379,9.7,34.7,24.8,324.55
07/04/2020,GB,London,o3,405,0.1,50.1,15.9,1329.62
21/05/2020,GB,London,o3,393,1.5,54.6,27.5,1640.51
08/06/2020,GB,London,o3,406,5.1,29.1,19.5,238.13
11/06/2020,GB,London,o3,390,0.5,41.5,19.3,567.69
01/07/2020,GB,London,o3,402,2.9,24,10.8,225.47
20/04/2020,GB,London,o3,405,8.4,42.4,26.3,547.43
29/04/2020,GB,London,o3,375,2.5,36.2,19.3,378.04
03/05/2020,GB,London,o3,370,4.4,37.7,21.8,579.29
04/05/2020,GB,London,o3,369,8.3,42.4,26.5,340.78
09/06/2020,GB,London,o3,403,1.1,38.6,22.2,631.25
13/06/2020,GB,London,o3,403,0.7,41.1,18.3,992.91
17/04/2020,GB,London,o3,405,9.6,36.5,25.3,256.13
19/04/2020,GB,London,o3,400,0.4,42.5,26.6,984.2
25/04/2020,GB,London,o3,375,12.6,39.8,28.6,235.72
02/06/2020,GB,London,o3,382,0.4,47,26,909.63
07/06/2020,GB,London,o3,408,1.3,29.8,15.5,450.41
17/06/2020,GB,London,o3,392,0.3,37.2,13.6,732.4
12/04/2020,GB,London,o3,408,4,51.8,30.7,971.74
08/05/2020,GB,London,o3,384,1.7,55.8,31.6,1633.94
12/05/2020,GB,London,o3,384,5.3,37.5,23.1,383.25
22/05/2020,GB,London,o3,395,9.2,45.3,25.5,548.6
30/05/2020,GB,London,o3,360,6.5,46.7,27.8,1051.8
06/06/2020,GB,London,o3,408,1.5,26.6,16.5,429.82
04/04/2020,GB,London,o3,405,0.3,42.8,21.8,1161.66
09/04/2020,GB,London,o3,394,0.2,44.2,20.5,1613.12
07/05/2020,GB,London,o3,377,0.5,53.9,27.2,1958.89
19/06/2020,GB,London,o3,399,5.5,35.5,20.4,467.69
03/04/2020,GB,London,o3,407,0.3,36.5,20.2,797.46
30/04/2020,GB,London,o3,337,2.5,33.5,21.9,382.52
01/05/2020,GB,London,o3,369,6.1,34,21.1,286.1
13/05/2020,GB,London,o3,380,12.6,36.5,24.3,199.15
27/05/2020,GB,London,o3,358,4.7,42,21.1,571.27
29/05/2020,GB,London,o3,360,3.5,38.4,21.3,557.71
12/06/2020,GB,London,o3,395,0.5,40.1,17.9,449.32
18/06/2020,GB,London,o3,380,1.7,37.3,20.4,639.35
15/04/2020,GB,London,o3,408,0.2,41.8,21.6,671.83
28/04/2020,GB,London,o3,375,6.3,32,21.4,228.39
06/05/2020,GB,London,o3,360,5.9,44.3,25.2,610.52
11/05/2020,GB,London,o3,384,11.8,32.9,22.5,158.49
15/05/2020,GB,London,o3,384,0.5,41.5,22.7,847.77
28/05/2020,GB,London,o3,360,7,32.8,20.6,270.57
22/06/2020,GB,London,o3,408,1.7,35.3,15.4,512.54
03/07/2020,GB,London,o3,406,0.9,29.2,13.3,437.81
05/07/2020,GB,London,o3,408,2.5,30.3,13.9,416.31
30/06/2020,GB,London,o3,406,1.9,25.5,12.2,416.72
02/05/2020,GB,London,o3,375,3.4,38.5,24.7,441.55
14/05/2020,GB,London,o3,384,2,37.2,20.3,475.15
16/05/2020,GB,London,o3,387,0.5,39.7,25.3,753.05
24/05/2020,GB,London,o3,407,0.4,34.4,23.1,423.32
25/05/2020,GB,London,o3,405,0.2,54.2,22.4,1144.69
21/06/2020,GB,London,o3,408,2.8,29.5,16.6,211.79
26/06/2020,GB,London,o3,389,3.9,67.5,28.3,1587
27/06/2020,GB,London,o3,408,4.5,29.5,18.3,264.97
06/04/2020,GB,London,o3,405,0.2,44.4,24.4,742.53
23/04/2020,GB,London,o3,379,1.7,57.1,25.2,1114.71
24/04/2020,GB,London,o3,369,0.5,59.9,27.6,1589.43
18/05/2020,GB,London,o3,384,4.9,48.8,23,640.3
10/06/2020,GB,London,o3,403,0.3,34.5,17.3,608.88
14/06/2020,GB,London,o3,392,0.3,38.4,20.4,822.65
04/07/2020,GB,London,o3,407,2.7,23,10.6,225.83
11/04/2020,GB,London,o3,400,0.1,49.6,15.9,2365.37
14/04/2020,GB,London,o3,402,6.8,38.2,28.6,275.98
22/04/2020,GB,London,o3,380,4.5,50.4,26.7,943.56
09/05/2020,GB,London,o3,384,0.9,68,36.4,2830.68
01/06/2020,GB,London,o3,358,7.4,46.2,24.8,744.76
23/06/2020,GB,London,o3,408,2.3,45.7,18.2,1089.56
05/04/2020,GB,London,o3,403,1.7,48.4,27.8,689.75
10/04/2020,GB,London,o3,407,0.9,45.6,17.8,1128.25
21/04/2020,GB,London,o3,390,9.6,46.1,26.5,550.11
04/06/2020,GB,London,o3,408,7.8,32.2,22,292.19
15/06/2020,GB,London,o3,389,0.3,37.9,16,765.92
20/06/2020,GB,London,o3,408,4.9,29.5,17.3,266.02
26/04/2020,GB,London,o3,376,1.8,44.6,26.6,809.28
10/05/2020,GB,London,o3,383,16.5,44.2,29.4,353.98
17/05/2020,GB,London,o3,384,1.1,39.2,20.8,627.59
19/05/2020,GB,London,o3,359,4.3,41.5,20.7,631.27
20/05/2020,GB,London,o3,380,1.3,42.5,19.9,961.16
25/06/2020,GB,London,o3,393,5.9,93.1,37.7,3375.17
30/03/2020,GB,London,so2,196,0.5,6,0.9,48.62
06/04/2020,GB,London,so2,240,0.4,12.5,1.4,149.2
17/04/2020,GB,London,so2,238,0.7,8.3,1.7,82.17
23/04/2020,GB,London,so2,200,0.1,9.5,2.5,90.55
09/05/2020,GB,London,so2,212,0.1,5.6,1.6,24.72
15/04/2020,GB,London,so2,232,0.2,8.2,1.7,68.51
16/04/2020,GB,London,so2,240,0.5,9,2.8,87.03
07/05/2020,GB,London,so2,190,0.5,2.6,1.4,3.93
30/05/2020,GB,London,so2,240,1.1,4.5,2.2,8.66
03/06/2020,GB,London,so2,240,1.2,6.5,2.5,34.31
13/06/2020,GB,London,so2,240,0.4,6.5,1.8,52.52
06/06/2020,GB,London,so2,240,0.6,6.8,3.5,47.23
04/04/2020,GB,London,so2,240,0.2,10.8,1.3,178.42
27/04/2020,GB,London,so2,216,0.5,10.6,1.7,94.93
06/05/2020,GB,London,so2,184,0.1,2.2,1.1,2.78
13/05/2020,GB,London,so2,180,0.1,3.7,1.8,15.17
21/05/2020,GB,London,so2,240,0.5,4.7,1.4,7.77
23/05/2020,GB,London,so2,210,0.2,2.6,0.7,3.19
27/05/2020,GB,London,so2,151,0.2,1.7,0.6,1.19
10/06/2020,GB,London,so2,238,0.3,4.6,2.5,19.43
15/06/2020,GB,London,so2,240,0.2,5.2,2.2,33.29
20/06/2020,GB,London,so2,192,0.3,4.6,1.2,26.99
31/03/2020,GB,London,so2,198,0.1,6.4,1,58.82
29/05/2020,GB,London,so2,228,0.2,3.7,2.3,6.55
07/06/2020,GB,London,so2,240,0.3,6,3,33.42
19/04/2020,GB,London,so2,240,0.3,7.5,1.6,79.27
17/06/2020,GB,London,so2,192,0.4,5.7,1.7,37.81
23/06/2020,GB,London,so2,192,0.2,5.2,1.7,24.92
05/05/2020,GB,London,so2,180,0.1,2.2,1.2,3.55
20/05/2020,GB,London,so2,240,0.3,2.7,1.1,4.97
19/06/2020,GB,London,so2,192,0.4,5.2,1.7,30.99
04/07/2020,GB,London,so2,192,0.3,8.3,1.2,101.11
01/07/2020,GB,London,so2,188,0.6,8.3,1.8,107.58
25/04/2020,GB,London,so2,214,0.1,9.1,0.7,104.04
03/05/2020,GB,London,so2,216,0.2,3.2,1,7.97
02/06/2020,GB,London,so2,237,1,5.8,2.5,14.76
05/06/2020,GB,London,so2,240,1,7.7,3.4,55.81
08/06/2020,GB,London,so2,240,0.2,4.2,1.8,18.55
22/06/2020,GB,London,so2,192,0.2,4.4,1.5,16.91
28/06/2020,GB,London,so2,192,0.5,7.9,1,99.84
25/06/2020,GB,London,so2,191,0.5,7.6,2.1,69.09
13/04/2020,GB,London,so2,240,0.6,6.9,1.4,43.44
