Date,Country,City,Specie,count,min,max,median,variance
21/12/2019,GB,London,pm25,562,1,152,23,1972.68
30/12/2019,GB,London,pm25,601,26,156,67,2642.68
28/10/2019,GB,London,pm25,616,5,188,50,13333.6
01/11/2019,GB,London,pm25,611,3,175,32,7509.33
06/11/2019,GB,London,pm25,612,10,133,56,4467.8
05/01/2020,GB,London,pm25,594,1,102,23,1887.78
13/12/2019,GB,London,pm25,640,1,177,30,2473.42
23/10/2019,GB,London,pm25,631,14,129,64,2051.06
08/12/2019,GB,London,pm25,598,2,129,25,1700.74
12/12/2019,GB,London,pm25,641,1,158,24,2391.06
20/11/2019,GB,London,pm25,592,5,104,46,3194.12
26/11/2019,GB,London,pm25,622,2,137,24,1899.71
05/12/2019,GB,London,pm25,613,9,153,59,8607.87
14/12/2019,GB,London,pm25,594,2,73,30,2098.44
22/12/2019,GB,London,pm25,575,3,70,30,1633.42
06/10/2019,GB,London,pm25,573,2,99,22,3527.83
20/10/2019,GB,London,pm25,661,9,204,40,2240
18/11/2019,GB,London,pm25,585,1,260,31,7221.08
25/12/2019,GB,London,pm25,582,1,165,30,8530.3
31/12/2019,GB,London,pm25,600,21,193,70,3326.69
01/12/2019,GB,London,pm25,562,1,72,28,2360.22
29/12/2019,GB,London,pm25,601,17,173,59,3349.02
08/10/2019,GB,London,pm25,618,8,97,34,1365.06
31/10/2019,GB,London,pm25,620,31,157,78,3471.09
14/11/2019,GB,London,pm25,562,2,83,30,3153.93
24/12/2019,GB,London,pm25,594,2,114,37,1987.62
04/01/2020,GB,London,pm25,603,3,75,30,2077
07/10/2019,GB,London,pm25,601,1,74,26,1655.12
03/11/2019,GB,London,pm25,623,4,115,37,2963.6
27/11/2019,GB,London,pm25,609,4,91,30,2211.36
21/11/2019,GB,London,pm25,623,23,108,73,2538.21
29/11/2019,GB,London,pm25,603,3,157,42,4818.34
03/01/2020,GB,London,pm25,601,1,107,30,2071.44
05/10/2019,GB,London,pm25,583,7,112,36,3134.11
12/10/2019,GB,London,pm25,557,3,78,26,1921.13
13/10/2019,GB,London,pm25,564,1,240,27,2548.03
15/11/2019,GB,London,pm25,599,15,102,44,1813.06
17/11/2019,GB,London,pm25,615,26,276,76,5915.48
22/11/2019,GB,London,pm25,658,1,88,33,2894.91
06/12/2019,GB,London,pm25,590,1,153,21,2219.87
19/12/2019,GB,London,pm25,564,4,95,38,1630.74
11/10/2019,GB,London,pm25,561,3,89,25,1237.29
22/10/2019,GB,London,pm25,622,3,104,51,2684
27/10/2019,GB,London,pm25,628,3,322,29,11360.6
01/01/2020,GB,London,pm25,603,25,236,95,6266.04
25/11/2019,GB,London,pm25,655,5,76,30,1561.23
09/12/2019,GB,London,pm25,625,1,95,30,2913.85
17/12/2019,GB,London,pm25,555,2,95,45,2945.78
26/12/2019,GB,London,pm25,588,2,129,31,3630.45
27/12/2019,GB,London,pm25,610,8,124,48,4213.84
04/10/2019,GB,London,pm25,619,2,90,46,2330.63
02/11/2019,GB,London,pm25,607,1,96,26,2233.61
04/11/2019,GB,London,pm25,618,3,109,38,3511.99
15/10/2019,GB,London,pm25,618,3,82,30,1707.34
21/10/2019,GB,London,pm25,638,1,72,25,1027.63
28/12/2019,GB,London,pm25,626,13,96,57,2016.99
27/12/2019,GB,London,wind gust,610,0.1,24.8,4.4,467.77
28/12/2019,GB,London,wind gust,525,0.1,17,4.4,175.83
02/01/2020,GB,London,wind gust,5,19.6,24.8,21.2,38.72
03/01/2020,GB,London,wind gust,354,0.1,35.4,10,666.14
04/01/2020,GB,London,wind gust,692,0.1,21.9,9.8,317.89
05/01/2020,GB,London,wind gust,738,0.1,21.3,11.2,253.33
25/12/2019,GB,London,wind gust,584,0.1,30.8,4.3,693.72
26/12/2019,GB,London,wind gust,732,0.5,36.3,12.6,928.44
11/10/2019,GB,London,co,144,0.2,4.6,1.1,13.84
17/10/2019,GB,London,co,192,1,7.3,3.2,37.28
15/11/2019,GB,London,co,103,1.9,7.4,6.4,50.53
30/12/2019,GB,London,co,48,3.7,7.4,5.5,6.35
02/12/2019,GB,London,co,192,3.8,11.9,7.1,67.53
09/10/2019,GB,London,co,198,0.2,9.1,3.7,69.2
15/10/2019,GB,London,co,180,0.9,10.9,2.8,74.17
16/10/2019,GB,London,co,166,0.8,10,2.8,72.25
19/10/2019,GB,London,co,157,0.7,9.3,3.7,66.04
13/11/2019,GB,London,co,192,6.4,14.8,10,49.53
23/12/2019,GB,London,co,178,2.8,7.4,4.8,11.61
26/12/2019,GB,London,co,186,2.8,14,4.6,49.61
29/12/2019,GB,London,co,41,3.2,7.4,5.3,11.58
05/10/2019,GB,London,co,117,1,3.7,2.8,5.59
16/11/2019,GB,London,co,182,1.9,14.5,7.3,156.66
01/12/2019,GB,London,co,160,3.7,6.4,4.6,5.88
20/12/2019,GB,London,co,183,1,7.3,4.8,25.41
21/12/2019,GB,London,co,181,1.9,5.5,4.3,8.64
26/11/2019,GB,London,co,189,3.7,9.1,4.8,17.3
28/11/2019,GB,London,co,163,2.8,8.5,4.6,30.35
06/12/2019,GB,London,co,174,2.2,6.4,4,13.74
08/10/2019,GB,London,co,182,0.2,7.3,2.9,36.08
13/10/2019,GB,London,co,176,0.3,5.5,1.1,26.69
26/10/2019,GB,London,co,151,0.4,3.7,2.2,9.61
10/11/2019,GB,London,co,166,3.3,14.8,6.9,95.77
20/11/2019,GB,London,co,184,1,15.2,10,227.14
18/12/2019,GB,London,co,177,1.9,6.4,4.6,7.82
22/12/2019,GB,London,co,183,1.9,7.4,4.6,20.75
25/12/2019,GB,London,co,189,2.8,13.6,4.7,78.35
04/01/2020,GB,London,co,166,3.7,7.4,4.6,9.76
12/10/2019,GB,London,co,153,0.7,5.5,2.8,18.98
21/11/2019,GB,London,co,186,1.9,14.5,8.2,206
24/11/2019,GB,London,co,192,4.6,12.7,8.5,52.86
31/12/2019,GB,London,co,40,2.8,6.4,5.5,16.37
14/10/2019,GB,London,co,182,0.5,5,1.9,13.88
21/10/2019,GB,London,co,186,0.5,2.8,1.1,2.99
31/10/2019,GB,London,co,175,3.7,11.8,5.5,59.9
17/12/2019,GB,London,co,192,1.9,10,5.3,43.37
12/12/2019,GB,London,co,177,3.7,13.6,5.5,60.09
28/12/2019,GB,London,co,124,3.7,7.3,5.3,9.99
07/11/2019,GB,London,co,183,2.8,16.3,6.9,169.15
12/11/2019,GB,London,co,181,7.3,13.6,10,26.59
14/11/2019,GB,London,co,161,1,12.7,9.3,129.52
03/10/2019,GB,London,co,202,1,8.2,4.6,40.37
04/10/2019,GB,London,co,163,0.3,5.5,2.8,21.7
22/10/2019,GB,London,co,189,1,10.4,4.9,85.91
30/10/2019,GB,London,co,177,2.8,8.5,4.6,28.72
02/11/2019,GB,London,co,146,2.8,10.6,5.5,49.96
19/11/2019,GB,London,co,184,2.8,18.1,13.6,234.12
22/11/2019,GB,London,co,184,1.9,11.8,8.2,84.66
04/12/2019,GB,London,co,189,5,19.9,9.1,140.09
10/12/2019,GB,London,co,177,3.7,12.7,4.6,26.01
27/10/2019,GB,London,co,179,2.8,7.4,3.7,13.17
08/11/2019,GB,London,co,175,3.2,18.1,8.2,140.62
23/11/2019,GB,London,co,174,4.6,9.1,7.3,24.95
13/12/2019,GB,London,co,188,2.2,9.1,4.3,35.07
06/11/2019,GB,London,co,183,3.3,13,6.6,95.47
05/12/2019,GB,London,co,192,3.7,15.2,8.2,78.89
03/01/2020,GB,London,co,126,0.5,6.4,3.7,31.85
01/10/2019,GB,London,co,96,1,3.7,1.1,9.56
02/10/2019,GB,London,co,91,1,4.6,1.9,12.64
20/10/2019,GB,London,co,171,0.9,7.6,2.2,34.29
28/10/2019,GB,London,co,177,3.1,7.3,4,12.32
04/11/2019,GB,London,co,160,3.7,12.7,8.2,75.01
18/10/2019,GB,London,co,148,0.7,6.4,3.7,31.42
25/11/2019,GB,London,co,168,4.6,10.9,6.4,30.84
02/01/2020,GB,London,co,146,1,5.6,3,9.51
30/09/2019,GB,London,co,144,0.3,5.6,2.8,22.59
25/10/2019,GB,London,co,178,1,5.5,3.1,20.12
11/12/2019,GB,London,co,189,3.7,12.7,5.5,69.4
01/01/2020,GB,London,co,44,4.7,8.5,6.4,6.11
16/12/2019,GB,London,co,192,2.3,8.2,5.3,20.03
19/12/2019,GB,London,co,166,1.1,4.9,3.2,14.46
07/10/2019,GB,London,co,187,0.2,5.5,1.9,23.95
10/10/2019,GB,London,co,184,0.4,7.5,2.2,55.05
29/10/2019,GB,London,co,179,2.8,4.6,3.7,3.12
27/11/2019,GB,London,co,180,3.7,11.8,5.5,46.52
29/11/2019,GB,London,co,145,3.7,9.1,4.9,32.06
09/12/2019,GB,London,co,168,3.2,10.9,4.8,49.65
15/12/2019,GB,London,co,176,3.4,6.4,4.2,7.03
24/12/2019,GB,London,co,173,1.9,5.5,4.5,9
24/10/2019,GB,London,co,186,1.7,7.4,4.6,21.79
05/11/2019,GB,London,co,166,3.7,8,4.6,9.48
30/11/2019,GB,London,co,192,4.6,9.1,6.4,11.33
03/12/2019,GB,London,co,192,4.6,11.8,8.7,40.83
07/12/2019,GB,London,co,184,3.7,10,4.6,20.49
27/12/2019,GB,London,co,186,1.9,8.5,5,40.69
18/11/2019,GB,London,co,187,1,12.7,6.4,108.55
14/12/2019,GB,London,co,180,3.7,9.1,4.6,19.72
05/01/2020,GB,London,co,158,1.9,6.5,4.6,12.69
06/10/2019,GB,London,co,105,0.2,1.9,0.7,2.69
23/10/2019,GB,London,co,192,1.9,12.7,5.1,74.18
01/11/2019,GB,London,co,168,3.2,8.5,5.5,16.58
03/11/2019,GB,London,co,159,2.8,10.9,8.5,68.55
09/11/2019,GB,London,co,183,3.7,11.8,7.9,77.33
11/11/2019,GB,London,co,186,2.8,14.8,8.5,97.14
17/11/2019,GB,London,co,192,2.2,15.8,11.2,123.1
08/12/2019,GB,London,co,166,1.9,8.3,3.7,31.41
01/12/2019,GB,London,pm10,497,1,30,10,219.55
21/12/2019,GB,London,pm10,603,1,29,9,271.99
22/12/2019,GB,London,pm10,587,1,40,10,294.15
05/01/2020,GB,London,pm10,548,1,22,8,163.63
18/10/2019,GB,London,pm10,575,1,53,13,507.45
19/10/2019,GB,London,pm10,575,1,41,12,436.71
08/11/2019,GB,London,pm10,562,5,627,16,25946.9
18/11/2019,GB,London,pm10,558,2,59,12,621.5
15/12/2019,GB,London,pm10,615,1,29,12,321.98
17/12/2019,GB,London,pm10,598,2,51,12,404.61
19/12/2019,GB,London,pm10,587,2,33,16,275.97
23/12/2019,GB,London,pm10,609,1,65,13,591.1
24/10/2019,GB,London,pm10,569,3,53,24,1084.89
27/10/2019,GB,London,pm10,586,1,127,10,1861.05
06/11/2019,GB,London,pm10,561,6,77,21,1505.72
12/11/2019,GB,London,pm10,564,1,80,10,425.21
24/12/2019,GB,London,pm10,599,1,33,14,381.49
02/10/2019,GB,London,pm10,566,1,33,10,214.33
06/10/2019,GB,London,pm10,555,1,34,9,380.84
12/10/2019,GB,London,pm10,536,1,27,8,207.21
13/10/2019,GB,London,pm10,538,1,33,9,232.79
27/12/2019,GB,London,pm10,575,2,57,13,941.91
01/10/2019,GB,London,pm10,549,1,41,12,441.82
11/10/2019,GB,London,pm10,547,1,29,10,226.56
04/11/2019,GB,London,pm10,563,2,67,15,1016.93
17/11/2019,GB,London,pm10,553,11,53,26,612.04
23/11/2019,GB,London,pm10,542,5,48,17,345.24
28/12/2019,GB,London,pm10,581,6,37,18,222.42
30/12/2019,GB,London,pm10,518,10,51,21,416.83
02/01/2020,GB,London,pm10,551,4,34,12,210.27
03/10/2019,GB,London,pm10,581,2,164,15,1084.3
07/10/2019,GB,London,pm10,579,1,59,11,465.51
10/10/2019,GB,London,pm10,546,2,67,14,584.99
14/11/2019,GB,London,pm10,549,1,72,10,731.13
03/01/2020,GB,London,pm10,548,1,58,11,369.75
03/12/2019,GB,London,pm10,547,8,91,22,1728.99
17/10/2019,GB,London,pm10,563,1,66,12,560.11
23/10/2019,GB,London,pm10,581,6,69,26,1008.28
01/11/2019,GB,London,pm10,565,1,53,15,1140.19
11/11/2019,GB,London,pm10,536,2,40,12,340.68
20/11/2019,GB,London,pm10,553,4,81,18,975.26
28/11/2019,GB,London,pm10,500,1,32,12,216.84
08/12/2019,GB,London,pm10,571,1,108,13,642.03
05/10/2019,GB,London,pm10,557,2,43,12,439.49
14/10/2019,GB,London,pm10,542,1,47,11,675.58
30/10/2019,GB,London,pm10,583,6,56,18,581.37
19/11/2019,GB,London,pm10,554,11,104,27,1604.33
06/12/2019,GB,London,pm10,553,1,41,9,271.54
26/12/2019,GB,London,pm10,590,1,44,11,514.71
25/10/2019,GB,London,pm10,582,1,62,12,484.09
26/10/2019,GB,London,pm10,567,1,58,13,340.94
05/11/2019,GB,London,pm10,556,5,51,15,316.54
30/11/2019,GB,London,pm10,501,3,78,20,653.66
14/12/2019,GB,London,pm10,591,1,46,14,798.54
01/01/2020,GB,London,pm10,535,14,100,33,1106.56
04/01/2020,GB,London,pm10,547,1,54,12,242.56
15/11/2019,GB,London,pm10,551,3,34,13,218.96
16/11/2019,GB,London,pm10,545,3,63,17,759.4
04/12/2019,GB,London,pm10,570,10,161,29,2343.86
05/12/2019,GB,London,pm10,559,4,117,24,1648.32
27/11/2019,GB,London,pm10,515,1,52,11,274.54
02/12/2019,GB,London,pm10,504,7,73,22,1249.32
11/12/2019,GB,London,pm10,619,1,54,12,472.43
12/12/2019,GB,London,pm10,617,1,68,10,489.85
04/10/2019,GB,London,pm10,578,1,51,19,662.6
20/10/2019,GB,London,pm10,578,3,99,12,337.6
28/10/2019,GB,London,pm10,578,3,99,17,2251.54
09/11/2019,GB,London,pm10,565,4,67,15,643.32
13/12/2019,GB,London,pm10,599,1,59,12,782.04
29/12/2019,GB,London,pm10,526,6,62,18,395.86
08/10/2019,GB,London,pm10,582,3,57,17,597.94
03/11/2019,GB,London,pm10,587,3,56,15,589.71
10/12/2019,GB,London,pm10,595,1,42,13,448.1
18/12/2019,GB,London,pm10,590,3,36,15,286.87
16/12/2019,GB,London,pm10,597,1,71,12,883.37
15/10/2019,GB,London,pm10,528,1,59,11,461
29/10/2019,GB,London,pm10,569,1,49,11,403.04
21/11/2019,GB,London,pm10,546,13,85,25,767.56
26/11/2019,GB,London,pm10,538,1,33,11,324.9
31/10/2019,GB,London,pm10,571,18,66,30,622.85
07/11/2019,GB,London,pm10,554,1,240,11,3085.46
13/11/2019,GB,London,pm10,542,2,78,12,1054.64
25/11/2019,GB,London,pm10,551,1,50,11,230.59
09/10/2019,GB,London,pm10,563,1,40,12,341.46
02/11/2019,GB,London,pm10,572,2,66,11,602.19
10/11/2019,GB,London,pm10,543,2,65,11,1526.71
20/12/2019,GB,London,pm10,584,1,34,9,216.6
30/09/2019,GB,London,pm10,561,1,51,10,441.02
22/11/2019,GB,London,pm10,553,1,78,14,657.02
29/11/2019,GB,London,pm10,491,4,63,15,1093.61
25/12/2019,GB,London,pm10,603,1,63,9,1440.38
07/12/2019,GB,London,pm10,569,2,62,12,584.57
09/12/2019,GB,London,pm10,587,1,63,11,859.3
31/12/2019,GB,London,pm10,526,13,53,25,333.96
16/10/2019,GB,London,pm10,534,1,53,13,632.13
21/10/2019,GB,London,pm10,579,1,32,10,192.62
22/10/2019,GB,London,pm10,582,4,77,18,1038.32
24/11/2019,GB,London,pm10,545,5,61,20,651.22
29/10/2019,GB,London,wind-speed,596,0.1,6.1,3,22.98
03/11/2019,GB,London,wind-speed,576,0.1,7,2,30.31
09/11/2019,GB,London,wind-speed,597,0.1,8.2,3,45.91
11/12/2019,GB,London,wind-speed,766,0.1,9,3.4,42.68
16/12/2019,GB,London,wind-speed,643,0.1,10.6,2.5,77.15
02/01/2020,GB,London,wind-speed,5,8.7,14,9.7,42.47
20/10/2019,GB,London,wind-speed,455,0.1,11.7,3,78.42
28/11/2019,GB,London,wind-speed,633,0.1,11.7,3,73.03
14/12/2019,GB,London,wind-speed,765,0.4,24.7,7.6,244.73
06/10/2019,GB,London,wind-speed,574,0.1,23.2,5.8,380.29
05/10/2019,GB,London,wind-speed,592,0.1,5.8,2.3,26.36
13/10/2019,GB,London,wind-speed,696,0.1,15.6,2.7,143.95
19/10/2019,GB,London,wind-speed,560,0.1,7.5,2.5,39.31
25/10/2019,GB,London,wind-speed,551,0.1,22,4.7,327.72
26/10/2019,GB,London,wind-speed,617,0.2,22.5,7,319.32
30/10/2019,GB,London,wind-speed,610,0.1,12,2.5,86.77
19/11/2019,GB,London,wind-speed,456,0.1,4.9,1.2,12.96
04/10/2019,GB,London,wind-speed,564,0.1,8.3,3.8,35.88
05/12/2019,GB,London,wind-speed,641,0.1,12.6,3.2,138.24
17/12/2019,GB,London,wind-speed,598,0.1,7.6,1.8,34.15
03/01/2020,GB,London,wind-speed,398,0.1,18.6,5,133.06
02/12/2019,GB,London,wind-speed,537,0.1,7.2,2,36.17
08/10/2019,GB,London,wind-speed,666,0.1,12.8,3.7,72.04
09/10/2019,GB,London,wind-speed,673,0.3,13.3,4.8,91.42
06/12/2019,GB,London,wind-speed,768,2.1,17.4,7.9,145.22
09/12/2019,GB,London,wind-speed,756,0.1,33,5.8,776.45
21/12/2019,GB,London,wind-speed,678,0.3,13.4,4.6,78.85
03/10/2019,GB,London,wind-speed,550,0.2,7.7,2.8,42.03
06/11/2019,GB,London,wind-speed,578,0.1,5.4,2,15.96
10/12/2019,GB,London,wind-speed,694,0.1,15,5.6,145.3
23/12/2019,GB,London,wind-speed,738,0.2,12,4.8,107.47
05/11/2019,GB,London,wind-speed,623,0.1,12.7,3.4,124.61
13/11/2019,GB,London,wind-speed,595,0.1,6.7,2.8,30.87
16/11/2019,GB,London,wind-speed,453,0.1,6,1.2,20
27/11/2019,GB,London,wind-speed,566,0.1,10.5,2.3,61.7
15/12/2019,GB,London,wind-speed,744,1.6,14.5,8.3,139.47
18/10/2019,GB,London,wind-speed,660,0.1,18,4.1,138.9
22/10/2019,GB,London,wind-speed,254,0.1,3,1.5,6.42
28/10/2019,GB,London,wind-speed,465,0.1,5.2,2.1,17.74
01/11/2019,GB,London,wind-speed,667,0.1,9.1,2.6,37.06
07/11/2019,GB,London,wind-speed,553,0.1,8,3,43.65
29/11/2019,GB,London,wind-speed,520,0.1,7.1,1.5,36.97
18/12/2019,GB,London,wind-speed,659,0.1,15.5,4.6,184.23
24/12/2019,GB,London,wind-speed,732,0.1,22.2,5.2,243.4
12/10/2019,GB,London,wind-speed,598,0.1,5,1.2,17
12/11/2019,GB,London,wind-speed,641,0.6,10.8,5.9,67.01
24/11/2019,GB,London,wind-speed,444,0.1,11.1,2,81.6
19/12/2019,GB,London,wind-speed,736,0.6,14.1,7.9,125.88
25/12/2019,GB,London,wind-speed,469,0.1,17.4,2.3,192.24
02/10/2019,GB,London,wind-speed,552,0.1,16.5,4.2,231.76
02/11/2019,GB,London,wind-speed,626,1.7,18.2,7.7,125.05
20/11/2019,GB,London,wind-speed,557,0.6,11.2,4.8,87.83
25/11/2019,GB,London,wind-speed,635,0.3,11.4,2.7,74.62
13/12/2019,GB,London,wind-speed,715,0.3,17.2,8.1,176.81
26/12/2019,GB,London,wind-speed,732,0.2,19.5,4.8,267.08
17/10/2019,GB,London,wind-speed,592,0.1,10.7,2.7,51.69
14/11/2019,GB,London,wind-speed,603,0.1,7.4,2,19.83
26/11/2019,GB,London,wind-speed,619,0.1,10.1,4.1,57.37
24/10/2019,GB,London,wind-speed,448,0.1,8.2,1.5,25.38
16/10/2019,GB,London,wind-speed,610,0.2,7.3,3.5,38.91
31/10/2019,GB,London,wind-speed,590,0.1,7.4,2.3,38.34
03/12/2019,GB,London,wind-speed,555,0.1,3.8,0.9,13.71
08/12/2019,GB,London,wind-speed,768,2.5,19.7,10.3,199.44
12/12/2019,GB,London,wind-speed,759,0.1,16.4,3.8,131.22
04/01/2020,GB,London,wind-speed,687,0.1,9.7,4.1,56.57
10/10/2019,GB,London,wind-speed,655,1,12.6,6,105.97
23/10/2019,GB,London,wind-speed,426,0.1,5.1,1.2,15.8
15/11/2019,GB,London,wind-speed,630,0.1,13.6,5,114.86
21/11/2019,GB,London,wind-speed,584,0.1,17.8,4.6,195.67
04/12/2019,GB,London,wind-speed,484,0.1,3.6,1.1,8.66
01/10/2019,GB,London,wind-speed,597,0.1,13.5,2.3,95
11/10/2019,GB,London,wind-speed,669,0.1,17.4,7.2,214.94
18/11/2019,GB,London,wind-speed,585,0.1,10.7,3,70.7
05/01/2020,GB,London,wind-speed,741,0.1,9.4,4.7,65.1
07/10/2019,GB,London,wind-speed,615,0.1,11.2,2,59.41
15/10/2019,GB,London,wind-speed,691,0.1,8.6,2.2,38.58
27/10/2019,GB,London,wind-speed,499,0.1,7.5,1.6,41.33
04/11/2019,GB,London,wind-speed,482,0.1,3.9,1.2,8.26
08/11/2019,GB,London,wind-speed,524,0.1,13,2.8,109.08
11/11/2019,GB,London,wind-speed,631,0.1,17.1,5.6,137.95
30/11/2019,GB,London,wind-speed,593,0.1,5.1,1.6,13.91
28/12/2019,GB,London,wind-speed,469,0.1,7,1.7,28.08
14/10/2019,GB,London,wind-speed,600,0.1,8.4,2.4,37.98
21/10/2019,GB,London,wind-speed,673,0.1,14.6,4.1,169.55
01/12/2019,GB,London,wind-speed,629,0.1,10,3.8,77.9
07/12/2019,GB,London,wind-speed,768,0.2,17.8,5.5,157.66
22/12/2019,GB,London,wind-speed,721,0.1,17.9,4,163.93
30/09/2019,GB,London,wind-speed,630,0.1,9,2.6,36.56
17/11/2019,GB,London,wind-speed,404,0.1,4.7,1,9.97
22/11/2019,GB,London,wind-speed,601,0.1,17.9,4.1,231.51
23/11/2019,GB,London,wind-speed,600,0.1,12.5,3.7,102.63
20/12/2019,GB,London,wind-speed,665,0.1,11.9,3,95.69
27/12/2019,GB,London,wind-speed,530,0.1,11,2,115.3
10/11/2019,GB,London,wind-speed,619,0.1,5.6,2.5,29.41
25/12/2019,GB,London,wind speed,469,0.1,17.4,2.3,192.24
26/12/2019,GB,London,wind speed,732,0.2,19.5,4.8,267.08
27/12/2019,GB,London,wind speed,530,0.1,11,2,115.3
28/12/2019,GB,London,wind speed,469,0.1,7,1.7,28.08
02/01/2020,GB,London,wind speed,5,8.7,14,9.7,42.47
03/01/2020,GB,London,wind speed,398,0.1,18.6,5,133.06
04/01/2020,GB,London,wind speed,687,0.1,9.7,4.1,56.57
05/01/2020,GB,London,wind speed,741,0.1,9.4,4.7,65.1
05/12/2019,GB,London,dew,110,1,8,5,51.42
15/12/2019,GB,London,dew,120,1,6,4,19.26
18/12/2019,GB,London,dew,120,3,9,5.5,32.07
15/10/2019,GB,London,dew,90,10,12,10.5,3.04
16/10/2019,GB,London,dew,110,7,15,10,59.11
12/11/2019,GB,London,dew,198,1,6,2.5,27.62
29/11/2019,GB,London,dew,100,2,5,3,8.66
04/01/2020,GB,London,dew,80,3,5,4,3.64
09/11/2019,GB,London,dew,100,2,7,3.5,31.03
25/11/2019,GB,London,dew,60,9,11,10,4.43
06/12/2019,GB,London,dew,105,6,11,9,27.78
07/12/2019,GB,London,dew,100,5,8,6,9.06
02/01/2020,GB,London,dew,5,8.5,8.5,8.5,0
05/10/2019,GB,London,dew,75,8.5,11,10,5.23
09/10/2019,GB,London,dew,171,5.5,9,8,11.77
27/10/2019,GB,London,dew,105,3,5.5,4,4.81
26/11/2019,GB,London,dew,115,8.5,12,10,11.94
13/11/2019,GB,London,dew,198,3,5.5,4,5.75
17/11/2019,GB,London,dew,75,3,6,4,7.03
27/11/2019,GB,London,dew,100,8,10,9,5.17
08/12/2019,GB,London,dew,120,2.5,10.5,4,68.66
17/10/2019,GB,London,dew,95,8,11,10,13.37
19/10/2019,GB,London,dew,95,7,9,7.5,5.67
06/11/2019,GB,London,dew,105,3.5,6,4.5,3.99
07/11/2019,GB,London,dew,120,3,8,4.5,30.95
23/12/2019,GB,London,dew,100,3.5,6,5,5.68
05/11/2019,GB,London,dew,80,6,9,7.5,8.07
11/11/2019,GB,London,dew,123,2,7.5,3.5,31.25
24/11/2019,GB,London,dew,90,6.5,10,8,9.59
03/10/2019,GB,London,dew,110,4,10.5,6,28.25
08/11/2019,GB,London,dew,120,2.5,5.5,4,8.61
21/11/2019,GB,London,dew,60,3,6,4,12.85
21/12/2019,GB,London,dew,115,6,8,7,4
12/12/2019,GB,London,dew,110,1,8,6.5,66.35
13/12/2019,GB,London,dew,120,1,6.5,3.5,21.95
03/01/2020,GB,London,dew,85,1.5,10,5.5,110.05
18/10/2019,GB,London,dew,90,8,9,8.5,1.54
31/10/2019,GB,London,dew,110,5,7,6,3.84
20/11/2019,GB,London,dew,80,-0.5,3,1.5,7.74
10/12/2019,GB,London,dew,95,2.5,10,7,46.88
16/12/2019,GB,London,dew,95,4,7,6,7.77
25/12/2019,GB,London,dew,90,2,4.5,3,4.16
28/12/2019,GB,London,dew,40,5,7,6,3.49
29/10/2019,GB,London,dew,80,4,7,5,11.08
04/11/2019,GB,London,dew,90,7,9,8,3.16
01/12/2019,GB,London,dew,95,1,4,3,7.94
14/12/2019,GB,London,dew,115,-1,6.5,2,42.05
30/10/2019,GB,London,dew,90,4,6,5.5,5.66
10/11/2019,GB,London,dew,110,3,7,4,15.91
01/10/2019,GB,London,dew,90,9,16,14,34.83
14/10/2019,GB,London,dew,90,10,15,12,31.9
22/10/2019,GB,London,dew,65,6,8.5,6.5,7.66
23/10/2019,GB,London,dew,100,6,12,8,59.19
19/11/2019,GB,London,dew,95,0.5,4,2.5,9.7
27/12/2019,GB,London,dew,40,5.5,6,6,0.48
16/11/2019,GB,London,dew,189,3,5,4,3.59
02/12/2019,GB,London,dew,90,-1,3,0.5,13.76
17/12/2019,GB,London,dew,30,5,6,5.5,2.08
20/12/2019,GB,London,dew,105,5,9,7,19.59
04/10/2019,GB,London,dew,115,10,12.5,11,4.43
06/10/2019,GB,London,dew,120,8,14,10.5,31.3
21/10/2019,GB,London,dew,40,8,10,9,5.09
01/11/2019,GB,London,dew,110,7,14,12.5,43.9
28/11/2019,GB,London,dew,65,4.5,8.5,7,16.86
09/12/2019,GB,London,dew,105,0,5.5,2,45.91
19/12/2019,GB,London,dew,115,7,10,9,6.89
05/01/2020,GB,London,dew,75,4,6,5,4.39
12/10/2019,GB,London,dew,144,10,11.5,11,2.43
20/10/2019,GB,London,dew,100,6,9,7.5,9.32
25/10/2019,GB,London,dew,115,9,14,11,28.86
15/11/2019,GB,London,dew,198,3,6,5,8.12
10/10/2019,GB,London,dew,126,8,13,9,36.67
26/10/2019,GB,London,dew,70,6,14.5,12,115.74
14/11/2019,GB,London,dew,198,3,6,4,6.71
22/11/2019,GB,London,dew,80,6,7,6.5,2.05
30/09/2019,GB,London,dew,100,10,16,12,33.61
02/10/2019,GB,London,dew,120,3,8.5,4,25.14
07/10/2019,GB,London,dew,188,8.5,15,11,40.44
08/10/2019,GB,London,dew,207,8,14,11,31.18
30/11/2019,GB,London,dew,105,1,4.5,2,12.85
11/12/2019,GB,London,dew,90,2,4.5,4,6.25
22/12/2019,GB,London,dew,85,5,8,6,6.99
26/12/2019,GB,London,dew,115,2,8.5,7,45.49
18/11/2019,GB,London,dew,100,1,6,4,21.08
23/11/2019,GB,London,dew,75,6.5,9,8,6.01
04/12/2019,GB,London,dew,90,1.5,4,2.5,5.69
13/10/2019,GB,London,dew,122,8.5,14.5,12,37.05
24/10/2019,GB,London,dew,75,9.5,13,11,12.32
28/10/2019,GB,London,dew,95,3,7,5,16.56
03/11/2019,GB,London,dew,70,6,9,8,13.11
11/10/2019,GB,London,dew,144,11,14,14,8.25
02/11/2019,GB,London,dew,115,6,12,8.5,31.21
03/12/2019,GB,London,dew,105,1,4,3,10.73
