Date,Country,City,Specie,count,min,max,median,variance
12/08/2020,GB,London,wind-gust,557,0.4,24.7,6,191.18
15/08/2020,GB,London,wind-gust,572,0.1,12.2,4.3,103.29
18/08/2020,GB,London,wind-gust,612,0.6,22.7,8.1,325.99
19/08/2020,GB,London,wind-gust,599,0.3,19.7,7.5,293.89
31/08/2020,GB,London,wind-gust,527,0.1,9.5,3.2,62.27
30/09/2020,GB,London,wind-gust,579,0.1,26.6,7.5,369.89
02/07/2020,GB,London,wind-gust,597,0.1,19.7,8.6,297.75
12/07/2020,GB,London,wind-gust,534,0.1,16.2,4.6,113.65
17/07/2020,GB,London,wind-gust,525,0.1,20.5,7.9,264.48
31/07/2020,GB,London,wind-gust,618,0.6,27,8.5,448.57
21/08/2020,GB,London,wind-gust,671,1.7,43.3,15.8,943.46
29/08/2020,GB,London,wind-gust,641,5,27.5,18.8,406.46
12/09/2020,GB,London,wind-gust,642,1.3,18.3,8.3,187.43
13/09/2020,GB,London,wind-gust,622,0.2,17.6,6.3,210.25
08/07/2020,GB,London,wind-gust,624,0.6,15.2,5.8,176.1
30/07/2020,GB,London,wind-gust,573,0.1,14.2,5.7,151.62
01/08/2020,GB,London,wind-gust,624,0.9,21,9,268.76
14/08/2020,GB,London,wind-gust,621,0.2,14,6.5,139.84
17/08/2020,GB,London,wind-gust,536,0.2,19.2,5.2,194.46
03/09/2020,GB,London,wind-gust,607,2,22,8.8,194.65
09/09/2020,GB,London,wind-gust,636,0.1,15.1,8.4,127.33
17/09/2020,GB,London,wind-gust,648,0.5,24.5,12.8,285.53
29/06/2020,GB,London,wind-gust,672,6,34.7,14.5,577.2
30/06/2020,GB,London,wind-gust,624,1.4,21.7,7.7,273.32
19/07/2020,GB,London,wind-gust,617,0.2,15.7,7.2,153.82
13/08/2020,GB,London,wind-gust,571,0.1,18.5,8.3,189.12
02/09/2020,GB,London,wind-gust,537,0.2,18.7,6.5,220.71
10/09/2020,GB,London,wind-gust,624,0.2,12.8,4.6,99.07
15/09/2020,GB,London,wind-gust,584,0.1,13.8,4.6,88.29
19/09/2020,GB,London,wind-gust,648,1.3,27.3,12.6,335.24
14/07/2020,GB,London,wind-gust,587,0.2,17.2,9,207.35
21/07/2020,GB,London,wind-gust,569,0.1,16,7.4,166.01
26/07/2020,GB,London,wind-gust,624,0.3,26.2,8.1,315.84
02/08/2020,GB,London,wind-gust,624,0.5,20.7,8.1,280.3
08/09/2020,GB,London,wind-gust,640,0.3,15.8,7.1,136.09
23/09/2020,GB,London,wind-gust,658,1,22.8,8.7,264.81
25/07/2020,GB,London,wind-gust,633,0.7,23.7,8.6,340.15
20/09/2020,GB,London,co,120,0.2,2.9,1.1,14.36
24/09/2020,GB,London,co,285,1.1,4.6,2.5,9.26
25/09/2020,GB,London,co,254,1,3.6,2,4.88
30/06/2020,GB,London,co,68,4.6,5.5,5.5,1.54
03/09/2020,GB,London,co,186,0.2,1.9,1.1,2.57
10/09/2020,GB,London,co,288,0.5,3.2,1.5,3.81
13/09/2020,GB,London,co,243,0.5,3.9,1.3,7.78
29/08/2020,GB,London,co,152,2.5,3.1,2.8,0.25
11/09/2020,GB,London,co,288,1.1,5,2.7,4.98
27/09/2020,GB,London,co,271,1.5,2.5,1.9,0.84
05/07/2020,GB,London,co,30,4.3,5.5,4.6,1.08
04/08/2020,GB,London,co,162,1.9,3.7,2.8,1.58
06/08/2020,GB,London,co,138,2.8,3.9,3.2,1.04
09/08/2020,GB,London,co,48,3.2,4.6,3.9,2.49
13/07/2020,GB,London,co,171,0.2,1.3,1,1.19
24/08/2020,GB,London,co,40,2.8,3.7,2.9,1.67
26/08/2020,GB,London,co,52,2.8,3.7,3.7,2.05
12/09/2020,GB,London,co,267,0.4,3.2,1.8,4.96
05/09/2020,GB,London,co,273,0.4,3.2,1.1,4.57
07/09/2020,GB,London,co,285,0.6,3.2,1.6,4.39
18/09/2020,GB,London,co,276,0.2,2.8,1,7.33
23/09/2020,GB,London,co,261,0.2,5,1.6,11.09
18/07/2020,GB,London,co,63,1,1.3,1,0.12
25/07/2020,GB,London,co,30,1.4,2.8,1.9,1.08
01/09/2020,GB,London,co,62,3.1,6.9,6,8.02
27/08/2020,GB,London,co,176,2.9,4,3.2,1.11
06/09/2020,GB,London,co,285,0.6,3.3,1.3,4.64
17/09/2020,GB,London,co,213,0.2,3.2,2,9.43
09/07/2020,GB,London,co,146,5.1,5.8,5.5,0.15
12/07/2020,GB,London,co,207,0.2,2.8,1.1,6.84
03/08/2020,GB,London,co,162,2,2.9,2.8,1.03
12/08/2020,GB,London,co,63,4.6,5.6,5,1.62
14/08/2020,GB,London,co,60,3.4,4.6,3.7,0.68
16/08/2020,GB,London,co,60,3.7,5.5,4,3.18
04/09/2020,GB,London,co,273,0.4,3.5,1.1,4.31
03/10/2020,GB,London,co,207,0.4,4,2.3,6.23
29/06/2020,GB,London,co,63,2.7,5.3,4.6,3.64
17/07/2020,GB,London,co,45,1,2.2,1.2,2.28
24/07/2020,GB,London,co,42,1.3,1.9,1.4,0.84
26/07/2020,GB,London,co,45,1.1,1.9,1.3,1.1
31/07/2020,GB,London,co,202,3,4.7,3.7,1.38
13/08/2020,GB,London,co,54,3.7,4.7,4.6,1.27
28/09/2020,GB,London,co,285,1.4,14.8,3.2,104.4
14/07/2020,GB,London,co,117,1,1.3,1.1,0.08
29/07/2020,GB,London,co,142,2.2,3.1,2.8,0.7
01/08/2020,GB,London,co,144,2.8,3.2,2.8,0.14
05/08/2020,GB,London,co,117,2.3,3,2.8,0.4
02/07/2020,GB,London,co,60,4.6,5.9,5,1.59
03/07/2020,GB,London,co,66,4.6,5.6,5,1.32
08/07/2020,GB,London,co,124,5,5.7,5.5,0.16
10/07/2020,GB,London,co,180,0.3,5.5,0.5,43.1
18/08/2020,GB,London,co,184,3,3.7,3.2,0.72
26/09/2020,GB,London,co,269,1.6,3.4,2.4,2.6
04/10/2020,GB,London,co,267,1.1,10.4,2,39.3
27/07/2020,GB,London,co,42,1,3.7,1.3,10.67
28/07/2020,GB,London,co,48,1.9,2.8,2.3,1.03
09/09/2020,GB,London,co,243,0.2,2.6,0.7,4.76
14/09/2020,GB,London,co,288,1,5,2.2,11.38
28/08/2020,GB,London,co,160,2.7,3.5,3.1,0.46
01/10/2020,GB,London,co,288,0.5,10.6,4.3,58.86
06/07/2020,GB,London,co,27,4.6,4.6,4.6,0
20/07/2020,GB,London,co,44,0.4,1.1,1,0.85
11/08/2020,GB,London,co,51,3.7,5.5,5,3.55
23/08/2020,GB,London,co,50,2.8,2.9,2.8,0.01
22/08/2020,GB,London,co,144,2.8,2.9,2.8,0.02
02/10/2020,GB,London,co,288,0.3,4,1.8,9.53
15/07/2020,GB,London,co,47,1,1.1,1,0.02
22/07/2020,GB,London,co,49,0.9,7.3,1,23.16
02/08/2020,GB,London,co,126,2.2,2.9,2.8,0.66
10/08/2020,GB,London,co,63,3.7,5.5,4,3.39
29/09/2020,GB,London,co,267,1.1,8.5,3.2,30.5
07/07/2020,GB,London,co,66,4.6,5.5,4.8,1.34
11/07/2020,GB,London,co,207,0.2,2,0.5,2.56
30/07/2020,GB,London,co,92,2.3,3.8,2.8,2.84
20/08/2020,GB,London,co,192,2.8,4.6,3.1,1.99
30/08/2020,GB,London,co,184,2.4,2.9,2.5,0.19
02/09/2020,GB,London,co,33,0.8,1.6,1.3,0.77
08/09/2020,GB,London,co,237,0.2,1.9,0.7,2.69
19/09/2020,GB,London,co,171,0.2,2.9,1.1,8.49
16/07/2020,GB,London,co,45,1,1.9,1.1,1.14
19/07/2020,GB,London,co,63,1,1.9,1.1,0.39
21/07/2020,GB,London,co,60,0.3,1.9,1,1.35
23/07/2020,GB,London,co,60,1,1.4,1,0.2
25/08/2020,GB,London,co,44,2.8,5.5,3.1,3.33
15/09/2020,GB,London,co,273,0.2,6,2.2,23.75
22/09/2020,GB,London,co,276,0.5,6.7,3.1,16.6
30/09/2020,GB,London,co,273,0.8,4.4,2.8,8.51
07/08/2020,GB,London,co,48,3,7.3,4,12.63
08/08/2020,GB,London,co,61,3.7,8.2,4,16.37
17/08/2020,GB,London,co,152,2.8,4.7,3.7,1.79
19/08/2020,GB,London,co,128,3.7,4,3.8,0.09
31/08/2020,GB,London,co,168,2.2,6.6,2.7,15.81
16/09/2020,GB,London,co,207,0.2,4.3,0.3,21.46
21/09/2020,GB,London,co,192,0.2,9.7,2.7,78.95
01/07/2020,GB,London,co,42,5,5.5,5.5,0.17
04/07/2020,GB,London,co,66,4.9,5.6,5.4,0.48
15/08/2020,GB,London,co,46,3.4,5.5,3.9,4.69
21/08/2020,GB,London,co,168,2.8,3.7,2.9,0.38
08/07/2020,GB,London,temperature,744,13.8,19.7,16.9,30.96
23/07/2020,GB,London,temperature,726,13.3,25.5,19.5,114.19
28/07/2020,GB,London,temperature,744,12.2,21.1,16.9,51.61
10/09/2020,GB,London,temperature,768,8.3,22.6,15,82.04
20/09/2020,GB,London,temperature,768,13.3,26.2,17.5,139.7
19/09/2020,GB,London,temperature,768,11.8,25.1,17.2,139.59
05/07/2020,GB,London,temperature,744,13.3,22,18,33.78
10/07/2020,GB,London,temperature,744,12.2,18.8,15.1,34.18
02/08/2020,GB,London,temperature,744,11.8,24.6,18.8,91.73
13/08/2020,GB,London,temperature,743,18,30.4,22.3,50.46
04/09/2020,GB,London,temperature,742,12.2,19.3,16.1,39.24
06/09/2020,GB,London,temperature,768,8.8,21.3,15.3,92.9
09/09/2020,GB,London,temperature,768,13.3,22.5,18,48.31
29/09/2020,GB,London,temperature,768,13.1,19.5,15.5,14.53
03/10/2020,GB,London,temperature,760,10.1,15.5,13.7,10.55
29/06/2020,GB,London,temperature,768,12.2,20,16,50.33
11/07/2020,GB,London,temperature,713,8.3,21.6,16.3,96.16
20/07/2020,GB,London,temperature,744,10,23.7,17,127.51
15/08/2020,GB,London,temperature,744,16.1,21,18.3,10.71
21/08/2020,GB,London,temperature,726,17.3,23,20,18.78
26/09/2020,GB,London,temperature,748,5.9,13.3,10.6,28.96
23/09/2020,GB,London,temperature,768,9.8,19.5,16.2,36.83
02/07/2020,GB,London,temperature,740,11.3,21.5,16.2,41.67
24/07/2020,GB,London,temperature,744,15.5,25,19.7,67.22
30/07/2020,GB,London,temperature,738,12.8,29.4,21.8,253.42
04/08/2020,GB,London,temperature,744,10,24,18.2,114.61
16/08/2020,GB,London,temperature,744,17,24,19.5,28.56
25/08/2020,GB,London,temperature,724,15,22,17.2,36.48
22/09/2020,GB,London,temperature,768,11.4,25.5,17.7,129.57
27/09/2020,GB,London,temperature,768,10,14.3,11.6,12.33
06/07/2020,GB,London,temperature,744,11.1,20.5,16.2,63.08
21/07/2020,GB,London,temperature,726,9.1,23.2,18,100.5
08/08/2020,GB,London,temperature,702,18,33.4,24.6,114.84
01/10/2020,GB,London,temperature,768,9.8,15.6,12.6,20.22
09/07/2020,GB,London,temperature,744,14.3,20,17.2,14.44
13/07/2020,GB,London,temperature,744,11.8,26,20,147.72
29/07/2020,GB,London,temperature,744,8.8,25.1,18.6,192.24
01/08/2020,GB,London,temperature,744,15.7,26.2,21.3,57.81
14/08/2020,GB,London,temperature,744,16.6,20.6,18.4,6.05
22/07/2020,GB,London,temperature,717,13.6,25,19.3,122.12
26/07/2020,GB,London,temperature,744,11.6,23,17.2,74.75
28/08/2020,GB,London,temperature,719,10.6,19.5,14.3,33.51
29/08/2020,GB,London,temperature,736,11.1,15.1,12.7,11.73
08/09/2020,GB,London,temperature,768,15.5,25,19.4,82.82
18/09/2020,GB,London,temperature,768,8.1,22.7,15.9,107.38
21/09/2020,GB,London,temperature,768,12.7,27,15.5,117.16
03/07/2020,GB,London,temperature,744,11.6,21.2,15.9,63.07
19/07/2020,GB,London,temperature,744,13.8,20.5,17.5,31.4
07/08/2020,GB,London,temperature,638,14.4,35.6,26.5,408.5
17/08/2020,GB,London,temperature,741,15.1,23,18.8,43.72
24/08/2020,GB,London,temperature,744,12.3,23,16.8,65.67
27/08/2020,GB,London,temperature,720,12.2,19,15.5,25.79
02/10/2020,GB,London,temperature,768,9.4,15,12.2,12.57
25/07/2020,GB,London,temperature,744,14.3,22,17.8,23.4
03/08/2020,GB,London,temperature,744,13.3,24.1,18.1,55.94
10/08/2020,GB,London,temperature,612,17.5,34.4,24.7,231.76
15/07/2020,GB,London,temperature,744,12.1,19.4,17,26.51
17/07/2020,GB,London,temperature,744,16.6,29.1,21.8,94.9
19/08/2020,GB,London,temperature,744,14.6,21,18.8,20.6
30/08/2020,GB,London,temperature,744,11.1,17.4,14,29.96
01/09/2020,GB,London,temperature,740,5.5,22,15.8,196.48
16/09/2020,GB,London,temperature,768,15.7,27.5,20.2,63.08
25/09/2020,GB,London,temperature,761,6.1,15,10.8,53.85
11/09/2020,GB,London,temperature,768,7.3,20.4,15,97.09
04/07/2020,GB,London,temperature,744,14.4,21,17.7,24.18
18/07/2020,GB,London,temperature,735,14.4,27.2,19.7,99.18
05/08/2020,GB,London,temperature,744,14.7,26,20.2,114.69
12/08/2020,GB,London,temperature,741,20.5,34.5,25.4,138.14
18/08/2020,GB,London,temperature,732,15.3,24,19.5,55.54
22/08/2020,GB,London,temperature,744,14.2,22.5,18.3,32.65
31/08/2020,GB,London,temperature,743,6.5,18.7,13.4,89.68
12/09/2020,GB,London,temperature,768,11.3,22.5,16.5,86.12
04/10/2020,GB,London,temperature,768,8.3,12,10,6.35
14/07/2020,GB,London,temperature,744,14.5,22.1,17.7,33.25
30/06/2020,GB,London,temperature,768,12.5,19,16.2,26.79
07/07/2020,GB,London,temperature,744,10.5,21.2,15.5,72.65
31/07/2020,GB,London,temperature,744,15.5,36.5,24.8,363.1
23/08/2020,GB,London,temperature,744,14.3,22,17.5,47.06
03/09/2020,GB,London,temperature,751,14.5,22.5,18,38.17
30/09/2020,GB,London,temperature,768,10,18,14.4,42.7
28/09/2020,GB,London,temperature,768,7.7,19,13.8,77.19
12/07/2020,GB,London,temperature,735,8.3,25.6,18.8,192.22
16/07/2020,GB,London,temperature,744,15,23.6,18,60.58
26/08/2020,GB,London,temperature,679,14.1,22.3,18,35.6
02/09/2020,GB,London,temperature,747,8.3,20.6,15.6,91.25
07/09/2020,GB,London,temperature,768,10,21,16.7,96.85
14/09/2020,GB,London,temperature,768,10,31.1,19.2,277.74
15/09/2020,GB,London,temperature,768,14.1,30.2,22.5,219.5
09/08/2020,GB,London,temperature,744,16.6,31.7,24.1,252.3
11/08/2020,GB,London,temperature,735,20.1,34.6,26.5,189.24
24/09/2020,GB,London,temperature,768,6.6,16.5,11,40.08
01/07/2020,GB,London,temperature,768,13.3,21.6,17.1,32.9
27/07/2020,GB,London,temperature,744,15,21,17.6,25.49
06/08/2020,GB,London,temperature,744,17.7,29.8,22,122.58
20/08/2020,GB,London,temperature,744,15,26,20.5,58.48
05/09/2020,GB,London,temperature,727,8.9,20,14.6,59.02
13/09/2020,GB,London,temperature,768,11.6,26.1,17.7,156.11
17/09/2020,GB,London,temperature,768,11.6,23.5,15.4,72.25
06/07/2020,GB,London,humidity,744,41,84.5,58,1258.08
22/07/2020,GB,London,humidity,717,33,80.6,54.7,1527.28
06/08/2020,GB,London,humidity,744,37,92.8,73.1,2252.31
07/08/2020,GB,London,humidity,638,19.5,89.8,48.1,4732.24
09/08/2020,GB,London,humidity,744,43,89.8,68.2,2264.59
26/08/2020,GB,London,humidity,679,47.5,85.2,65,678.03
21/09/2020,GB,London,humidity,768,34.9,94.4,82,3367.41
29/06/2020,GB,London,humidity,768,40,80.2,61.1,1083.26
21/07/2020,GB,London,humidity,726,32.5,89,49.8,1935.89
03/08/2020,GB,London,humidity,744,33.5,83.4,59,1772.18
28/08/2020,GB,London,humidity,719,53.5,96.1,87,840.68
09/09/2020,GB,London,humidity,768,52,90.2,77.4,695.05
14/09/2020,GB,London,humidity,768,36.6,95.2,73.6,3244.97
23/09/2020,GB,London,humidity,768,61.5,94,85.6,360.02
08/07/2020,GB,London,humidity,744,77,96,93,207.26
24/08/2020,GB,London,humidity,744,49,92.8,81.6,1107.26
30/08/2020,GB,London,humidity,744,48,89,71.5,1149.01
02/10/2020,GB,London,humidity,768,81.5,97,92.3,104.47
04/07/2020,GB,London,humidity,744,68,94,85.7,246.2
10/07/2020,GB,London,humidity,744,42,95.8,67,3006.59
12/07/2020,GB,London,humidity,735,29,92.8,55.6,3278.56
15/07/2020,GB,London,humidity,744,53.5,85.7,70.8,317.34
27/07/2020,GB,London,humidity,744,68,92.8,84.7,263.17
05/08/2020,GB,London,humidity,744,25,86.8,66.5,2770.32
20/08/2020,GB,London,humidity,744,32,96,73,2739.67
25/08/2020,GB,London,humidity,724,60,95,85,864.02
02/07/2020,GB,London,humidity,740,60,94,79.5,579.54
25/09/2020,GB,London,humidity,761,41,93.8,71,2362.42
19/09/2020,GB,London,humidity,768,38,90.5,69.5,2998.48
18/08/2020,GB,London,humidity,732,55,93.6,77,1014.73
31/08/2020,GB,London,humidity,743,42,97.7,71,2440.89
24/09/2020,GB,London,humidity,768,46.5,95,82.6,944.28
26/09/2020,GB,London,humidity,748,55.5,87,71,470.37
30/09/2020,GB,London,humidity,768,65,95,89.6,412.76
29/07/2020,GB,London,humidity,744,36.5,88,59,1758.12
03/09/2020,GB,London,humidity,751,72,97,84.5,300.15
15/09/2020,GB,London,humidity,768,42,95.8,72.3,2017.14
21/08/2020,GB,London,humidity,726,49,85.7,71.2,594.07
11/07/2020,GB,London,humidity,713,37,87,59.8,1735.45
19/07/2020,GB,London,humidity,744,45,92.8,74.5,1737.74
24/07/2020,GB,London,humidity,744,44,89,73.2,1280.22
01/08/2020,GB,London,humidity,744,39,87.5,63.5,1484.68
01/09/2020,GB,London,humidity,740,37,98.2,69.5,3102.71
29/09/2020,GB,London,humidity,768,53,96,87.3,1160.62
07/07/2020,GB,London,humidity,744,40,94.5,61,1959.08
10/08/2020,GB,London,humidity,612,33.5,89,63,2533.53
12/08/2020,GB,London,humidity,741,39,88.2,66.2,1585.82
04/09/2020,GB,London,humidity,742,53.5,97.4,74.3,1192.73
13/09/2020,GB,London,humidity,768,42.5,94.1,76.2,2213.01
31/07/2020,GB,London,humidity,744,21,85,55.5,3029.15
02/08/2020,GB,London,humidity,744,34,86,63.6,1476.46
11/09/2020,GB,London,humidity,768,46.5,90.5,68.7,1132.58
17/09/2020,GB,London,humidity,768,38.5,88,72,1770
14/07/2020,GB,London,humidity,744,49,95.4,66.7,2030.8
13/07/2020,GB,London,humidity,744,24.5,90,59.4,2191.59
14/08/2020,GB,London,humidity,744,79.2,95,90.1,103.12
19/08/2020,GB,London,humidity,744,85,96,93,61.29
08/09/2020,GB,London,humidity,768,61,95,82.2,635.73
12/09/2020,GB,London,humidity,768,40,87.6,72.4,1511.79
30/06/2020,GB,London,humidity,768,56.5,90.8,79.1,500.21
26/07/2020,GB,London,humidity,744,47.5,96,78.5,1676.36
16/08/2020,GB,London,humidity,744,64,96,88,776.7
02/09/2020,GB,London,humidity,747,43.5,94,82,1734.7
10/09/2020,GB,London,humidity,768,41,91,63,1650.61
09/07/2020,GB,London,humidity,744,72,96,88.7,253.71
15/08/2020,GB,London,humidity,744,85,100,93.3,44.17
17/08/2020,GB,London,humidity,741,58,95,82.7,1005.5
29/08/2020,GB,London,humidity,736,67,94,86,534.88
07/09/2020,GB,London,humidity,768,50.5,94.8,81.5,1480.35
20/09/2020,GB,London,humidity,768,38,92,72.1,2836.76
03/10/2020,GB,London,humidity,760,71.5,97,93,269.23
08/08/2020,GB,London,humidity,702,35.5,84.2,60,913.52
25/07/2020,GB,London,humidity,744,68,96.3,85.8,315.54
11/08/2020,GB,London,humidity,735,34,90.1,64.5,2721.92
27/08/2020,GB,London,humidity,720,57,95,84.4,893.87
01/10/2020,GB,London,humidity,768,45.5,96,83.7,1789.59
20/07/2020,GB,London,humidity,744,34,92.2,55.8,2855.39
16/07/2020,GB,London,humidity,744,53,85.1,73.5,614.35
18/07/2020,GB,London,humidity,735,38,88.8,66.3,1763.82
28/07/2020,GB,London,humidity,744,40,91.2,58.5,2203.04
22/08/2020,GB,London,humidity,744,44.5,91.3,70.8,984.54
27/09/2020,GB,London,humidity,768,66,81.6,75.9,112.68
28/09/2020,GB,London,humidity,768,35,92.5,77.5,1462.82
04/10/2020,GB,London,humidity,768,81,96,93,86.97
03/07/2020,GB,London,humidity,744,47.5,95,79,1815.48
30/07/2020,GB,London,humidity,738,21,84.2,47,3529.99
04/08/2020,GB,London,humidity,744,30,93.3,65.5,2868.37
23/08/2020,GB,London,humidity,744,50.5,88.6,71.5,908.01
06/09/2020,GB,London,humidity,768,48,93.6,73.8,1689.06
16/09/2020,GB,London,humidity,768,44,85.3,73.3,1203.21
23/07/2020,GB,London,humidity,726,30,82.6,63,1850.66
05/07/2020,GB,London,humidity,744,36,91,61,3036.37
17/07/2020,GB,London,humidity,744,34,87,63,2084.62
13/08/2020,GB,London,humidity,743,56,92.3,77.7,648.32
05/09/2020,GB,London,humidity,727,43.5,98,70.8,2245.63
18/09/2020,GB,London,humidity,768,45,93.4,75.2,1628.36
22/09/2020,GB,London,humidity,768,34.5,93,76.1,2201.83
01/07/2020,GB,London,humidity,768,50.5,92,78.9,883.17
06/08/2020,GB,London,o3,372,0.5,35.1,11.9,505.1
25/08/2020,GB,London,o3,296,2.9,25.8,17.6,325.04
06/09/2020,GB,London,o3,417,0.4,26.7,10.1,462.6
12/09/2020,GB,London,o3,429,3.5,33.8,15.4,380.46
15/09/2020,GB,London,o3,415,0.7,52.5,14,1268.67
28/07/2020,GB,London,o3,392,1.1,27.7,13.5,244.2
30/07/2020,GB,London,o3,406,0.3,43,16.1,997.45
04/08/2020,GB,London,o3,384,0.2,33,16.2,687.14
21/09/2020,GB,London,o3,389,0.2,28.4,15.9,621.05
25/07/2020,GB,London,o3,407,1.5,21,10.8,155.87
01/08/2020,GB,London,o3,408,3,40.8,13.5,212.95
20/08/2020,GB,London,o3,382,0.9,31.8,15.1,601.47
31/08/2020,GB,London,o3,416,0.1,31.9,15.2,778.2
22/09/2020,GB,London,o3,297,0.1,47.6,21.1,2269.72
11/07/2020,GB,London,o3,408,0.7,31.8,14.8,411.96
23/07/2020,GB,London,o3,408,2.5,47.7,21.2,794.39
24/07/2020,GB,London,o3,408,1.1,27.7,12,295.77
23/09/2020,GB,London,o3,380,2.4,36.4,20.6,794.76
26/09/2020,GB,London,o3,408,3.7,23.7,17.9,126.34
14/08/2020,GB,London,o3,408,2.3,35.5,20.2,525.98
25/09/2020,GB,London,o3,414,0.1,24.9,15.5,295.32
28/09/2020,GB,London,o3,408,0.4,25.3,11.5,371.86
12/07/2020,GB,London,o3,395,0.2,49.1,21.9,1769.23
29/07/2020,GB,London,o3,407,0.7,38.4,13.4,668.36
13/08/2020,GB,London,o3,407,10.1,67.7,33.3,1325.4
31/07/2020,GB,London,o3,406,1.8,72.7,24.7,2151.12
30/08/2020,GB,London,o3,428,3.9,29.2,22.5,336.07
11/09/2020,GB,London,o3,395,0.1,35.1,10.4,752.78
29/09/2020,GB,London,o3,353,0.2,24.5,6.9,271.84
04/10/2020,GB,London,o3,325,1.3,29.7,19.4,408.46
03/07/2020,GB,London,o3,406,0.9,29.2,13.3,437.81
05/07/2020,GB,London,o3,408,2.5,30.3,13.9,416.31
17/07/2020,GB,London,o3,405,0.2,34.1,9.3,567.14
26/07/2020,GB,London,o3,407,1.9,22.3,9.8,163.9
05/08/2020,GB,London,o3,382,4.9,33.5,18.8,337.62
26/08/2020,GB,London,o3,371,1.9,27.7,19,405.8
01/09/2020,GB,London,o3,348,0.2,35.6,10.2,1143.77
19/09/2020,GB,London,o3,429,6.8,43.7,21.6,795.46
07/07/2020,GB,London,o3,407,0.9,30.8,12.1,530.76
08/07/2020,GB,London,o3,400,0.1,17.7,5,167.39
13/07/2020,GB,London,o3,408,2.5,37.7,16.8,522.84
02/10/2020,GB,London,o3,430,1.2,22,11.8,279.66
05/09/2020,GB,London,o3,422,0.4,25.1,10.9,307.61
09/09/2020,GB,London,o3,416,1.7,24.2,10.8,159.73
02/07/2020,GB,London,o3,402,0.2,29.1,11.9,333.89
15/07/2020,GB,London,o3,408,1.1,24.6,10.7,181.37
24/08/2020,GB,London,o3,304,1.7,27.7,15.1,321.97
11/08/2020,GB,London,o3,404,0.9,97.5,34.6,4502.09
18/08/2020,GB,London,o3,370,1.5,28.3,14,419.96
03/09/2020,GB,London,o3,396,1.5,29.6,14.3,318.65
01/07/2020,GB,London,o3,402,2.9,24,10.8,225.47
20/07/2020,GB,London,o3,392,0.6,36.3,16.1,529.98
23/08/2020,GB,London,o3,312,7.4,28.6,17.5,250.77
27/09/2020,GB,London,o3,408,9.8,26.2,20.9,138.37
12/08/2020,GB,London,o3,402,2.7,106.6,38.8,5523.17
19/08/2020,GB,London,o3,383,0.5,19.1,8.7,262.76
13/09/2020,GB,London,o3,410,1.1,37.9,13.2,509.64
08/08/2020,GB,London,o3,386,0.3,96.4,26,4534.75
14/09/2020,GB,London,o3,390,0.1,63.7,11.4,1559.05
01/10/2020,GB,London,o3,431,0.5,27,12.3,365.66
16/07/2020,GB,London,o3,408,2.4,24.5,10.6,149.42
18/07/2020,GB,London,o3,408,2.1,32.3,10.8,365.43
21/07/2020,GB,London,o3,402,0.1,37.1,17.6,611.92
07/08/2020,GB,London,o3,372,0.2,69.7,11.7,2860.88
22/08/2020,GB,London,o3,312,8.8,30.8,22.9,301.99
28/08/2020,GB,London,o3,365,0.7,25.6,12.5,397.66
07/09/2020,GB,London,o3,383,0.1,24.2,10.2,411.42
16/09/2020,GB,London,o3,430,0.5,47.9,25.4,819.27
06/07/2020,GB,London,o3,408,3.3,28.9,16,225.53
19/07/2020,GB,London,o3,405,3.8,27.7,11.9,272.95
27/07/2020,GB,London,o3,388,1.1,22.5,10.6,161.92
27/08/2020,GB,London,o3,375,0.3,23.6,11.6,270.75
29/08/2020,GB,London,o3,373,4.2,24.7,19.1,277.09
17/09/2020,GB,London,o3,421,5.7,32.7,19.7,303.21
09/07/2020,GB,London,o3,408,0.5,18.6,4.6,124.01
10/07/2020,GB,London,o3,406,4.5,28.5,15.1,186.71
14/07/2020,GB,London,o3,403,2.3,28.8,15.4,326.33
24/09/2020,GB,London,o3,432,0.4,26.6,13.2,475.76
30/09/2020,GB,London,o3,411,0.3,28.7,12.3,567.01
02/08/2020,GB,London,o3,408,5.7,28.5,15.4,199.35
03/08/2020,GB,London,o3,397,4.2,31.7,16.3,312.47
15/08/2020,GB,London,o3,404,0.5,26.2,12.3,419.03
21/08/2020,GB,London,o3,350,6,31,20.9,375
08/09/2020,GB,London,o3,422,1.1,19.1,11.3,171.18
03/10/2020,GB,London,o3,407,0.7,26.1,14.4,356.26
29/06/2020,GB,London,o3,400,6.1,30.3,18.4,290.34
04/07/2020,GB,London,o3,407,2.7,23,10.6,225.83
16/08/2020,GB,London,o3,394,0.3,39.6,15.5,691.05
04/09/2020,GB,London,o3,422,0.9,25.7,13.5,335.9
10/09/2020,GB,London,o3,412,0.6,34.3,13.3,521.62
18/09/2020,GB,London,o3,431,0.7,35.3,17.9,611.58
09/08/2020,GB,London,o3,408,14,85,33.7,1901.66
17/08/2020,GB,London,o3,360,0.3,40.9,13.1,1125.71
02/09/2020,GB,London,o3,367,0.1,39.3,19.1,952.83
20/09/2020,GB,London,o3,399,11.8,42.6,22.6,542.25
30/06/2020,GB,London,o3,406,1.9,25.5,12.2,416.72
22/07/2020,GB,London,o3,400,3.5,48.7,24.7,812.24
10/08/2020,GB,London,o3,406,5.9,81.1,33,2914.01
28/07/2020,GB,London,so2,172,1.2,4.7,2.2,9.59
04/08/2020,GB,London,so2,185,1.1,4.8,2.7,8.96
07/08/2020,GB,London,so2,168,0.5,5.2,1.7,18.97
