Date,Country,City,Specie,count,min,max,median,variance,year_month
01/01/2019,GB,London,o3,360,2.7,26.9,14.9,256.46,Jan-19
01/01/2019,GB,London,so2,127,0.1,1.9,0.9,1.66,Jan-19
01/01/2019,GB,London,wind-speed,632,0.3,6.7,2.5,19.5,Jan-19
01/01/2019,GB,London,pm10,555,2,45,11,261.57,Jan-19
01/01/2019,GB,London,humidity,671,59,91.4,76,536.14,Jan-19
01/01/2019,GB,London,temperature,671,4.3,12.7,9,48.14,Jan-19
01/01/2019,GB,London,pm25,588,4,154,30,2666.6,Jan-19
01/01/2019,GB,London,no2,587,2.1,33.4,12,404.78,Jan-19
01/01/2019,GB,London,pressure,671,859.6,1044.5,1033,6042.98,Jan-19
01/01/2019,GB,London,wind-gust,621,0.6,12.5,6.2,66.19,Jan-19
01/01/2019,GB,London,dew,174,0.5,7,4.5,43.68,Jan-19
01/01/2019,GB,London,co,137,3.7,9.5,7.6,30.74,Jan-19
02/01/2019,GB,London,o3,358,0.4,26.4,14.2,333.93,Jan-19
02/01/2019,GB,London,so2,148,0.2,3.8,0.6,3.66,Jan-19
02/01/2019,GB,London,wind-speed,628,0.1,4.4,2.2,7.61,Jan-19
02/01/2019,GB,London,pm10,570,1,33,14,216.09,Jan-19
02/01/2019,GB,London,humidity,672,58.7,89,75,489.76,Jan-19
02/01/2019,GB,London,temperature,672,3.1,12.7,5.5,95.1,Jan-19
02/01/2019,GB,London,pm25,597,3,175,33,2196.61,Jan-19
02/01/2019,GB,London,no2,593,0.8,40.2,16.5,783.45,Jan-19
02/01/2019,GB,London,pressure,672,868.6,1047.6,1041.4,5806.42,Jan-19
02/01/2019,GB,London,wind-gust,624,0.2,8.4,5.1,19.25,Jan-19
02/01/2019,GB,London,dew,99,0.5,2,1,2.92,Jan-19
02/01/2019,GB,London,co,107,3.7,10.6,10,60.32,Jan-19
03/01/2019,GB,London,o3,354,0.5,25.7,10.7,293.99,Jan-19
03/01/2019,GB,London,so2,155,0.1,3.8,0.7,4.32,Jan-19
03/01/2019,GB,London,wind-speed,566,0.1,3.2,1.2,4.05,Jan-19
03/01/2019,GB,London,pm10,546,3,54,15,538.01,Jan-19
03/01/2019,GB,London,humidity,672,52.1,86.5,74.4,727.63,Jan-19
03/01/2019,GB,London,temperature,672,0,12.7,5,112.4,Jan-19
03/01/2019,GB,London,pm25,612,3,89,42,2627.48,Jan-19
03/01/2019,GB,London,no2,588,3,50.2,21.3,807.58,Jan-19
03/01/2019,GB,London,pressure,672,868,1047.2,1041.6,7775.77,Jan-19
03/01/2019,GB,London,wind-gust,620,0.4,6.1,2.9,9.87,Jan-19
03/01/2019,GB,London,dew,72,0.5,1.5,1,1.11,Jan-19
03/01/2019,GB,London,co,109,3.7,11.8,10.6,78.02,Jan-19
04/01/2019,GB,London,o3,342,0.1,18.3,4.3,176.8,Jan-19
04/01/2019,GB,London,so2,168,0.2,31.9,1.3,63.76,Jan-19
04/01/2019,GB,London,wind-speed,584,0.1,4.3,1.5,8.92,Jan-19
04/01/2019,GB,London,pm10,548,11,60,28,810.29,Jan-19
04/01/2019,GB,London,humidity,660,49.1,90,76,755.3,Jan-19
04/01/2019,GB,London,temperature,660,0.5,12.7,3.3,162.46,Jan-19
04/01/2019,GB,London,pm25,618,30,124,72,3332.07,Jan-19
04/01/2019,GB,London,no2,592,0.1,64.1,25.2,822.29,Jan-19
04/01/2019,GB,London,pressure,660,866.3,1046.3,1041,6169.54,Jan-19
04/01/2019,GB,London,wind-gust,632,0.1,9.4,3.1,43.5,Jan-19
04/01/2019,GB,London,dew,9,1,1,1,0,Jan-19
04/01/2019,GB,London,co,142,3.7,13.7,11.8,79.62,Jan-19
05/01/2019,GB,London,o3,350,0.1,21.3,8.4,234.78,Jan-19
05/01/2019,GB,London,so2,168,0.2,3.4,1.1,5.61,Jan-19
05/01/2019,GB,London,wind-speed,610,0.1,6,2.8,12.3,Jan-19
05/01/2019,GB,London,pm10,575,9,52,22,292.94,Jan-19
05/01/2019,GB,London,humidity,648,61.1,89,76.6,487.96,Jan-19
05/01/2019,GB,London,temperature,648,3.2,12.7,5,102.75,Jan-19
05/01/2019,GB,London,pm25,620,26,124,63,2108.51,Jan-19
05/01/2019,GB,London,no2,591,6,54.7,20.6,923.25,Jan-19
05/01/2019,GB,London,pressure,648,1006,1043.7,1037.6,1775.39,Jan-19
05/01/2019,GB,London,wind-gust,638,0.1,11.2,5.6,63.65,Jan-19
05/01/2019,GB,London,dew,144,0.5,2,1,2.19,Jan-19
05/01/2019,GB,London,co,131,3.8,13.7,10.4,71.35,Jan-19
06/01/2019,GB,London,o3,353,0.2,18.2,4.8,104.34,Jan-19
06/01/2019,GB,London,so2,160,0.1,4.5,1.7,7.31,Jan-19
06/01/2019,GB,London,wind-speed,602,0.1,3.6,1.6,9.33,Jan-19
06/01/2019,GB,London,pm10,552,10,71,22,250.04,Jan-19
06/01/2019,GB,London,humidity,648,61.3,93.6,78,655.69,Jan-19
06/01/2019,GB,London,temperature,648,5,12.7,8.8,58.77,Jan-19
06/01/2019,GB,London,pm25,617,26,112,59,1348.95,Jan-19
06/01/2019,GB,London,no2,594,6.8,55.7,22.9,732.77,Jan-19
06/01/2019,GB,London,pressure,648,1006,1042.2,1035.4,1548.36,Jan-19
06/01/2019,GB,London,wind-gust,643,0.2,9.3,3.8,28.94,Jan-19
06/01/2019,GB,London,dew,143,2,6,4,18.18,Jan-19
06/01/2019,GB,London,co,144,4.6,12.2,10,50.84,Jan-19
07/01/2019,GB,London,o3,357,0.2,24.3,7.7,315.9,Jan-19
07/01/2019,GB,London,so2,154,0.1,5.4,2.3,17.73,Jan-19
07/01/2019,GB,London,wind-speed,630,0.1,8,2.6,39.06,Jan-19
07/01/2019,GB,London,pm10,551,6,42,17,369.85,Jan-19
07/01/2019,GB,London,humidity,648,55.1,94.1,80.2,772.37,Jan-19
07/01/2019,GB,London,temperature,648,6.6,12.7,10,26.27,Jan-19
07/01/2019,GB,London,pm25,617,3,78,44,1622.82,Jan-19
07/01/2019,GB,London,no2,592,2.3,55.9,19.2,1122.4,Jan-19
07/01/2019,GB,London,pressure,648,853,1041.7,1029,6495.95,Jan-19
07/01/2019,GB,London,wind-gust,648,0.8,19.2,7.4,145.5,Jan-19
07/01/2019,GB,London,dew,144,4,8.5,7,19.65,Jan-19
07/01/2019,GB,London,co,142,4.5,12.7,9.4,49.99,Jan-19
08/01/2019,GB,London,o3,358,0.1,27.5,12.5,509.82,Jan-19
08/01/2019,GB,London,so2,155,0.2,2.9,1.1,8.69,Jan-19
08/01/2019,GB,London,wind-speed,644,0.1,7.5,4.5,33.32,Jan-19
08/01/2019,GB,London,pm10,552,2,51,17,633.14,Jan-19
08/01/2019,GB,London,humidity,648,50.7,91.5,69.7,703.93,Jan-19
08/01/2019,GB,London,temperature,648,2.7,12.7,8,79.55,Jan-19
08/01/2019,GB,London,pm25,599,5,99,38,2348.77,Jan-19
08/01/2019,GB,London,no2,595,1.2,55.2,18,1241.45,Jan-19
08/01/2019,GB,London,pressure,648,1004,1033.3,1026.1,908.26,Jan-19
08/01/2019,GB,London,wind-gust,648,1.5,25,10.6,160.15,Jan-19
08/01/2019,GB,London,dew,168,0.5,3,2,6.12,Jan-19
08/01/2019,GB,London,co,140,3.8,10,8.7,36.59,Jan-19
09/01/2019,GB,London,o3,345,0.2,22.4,12,264.52,Jan-19
09/01/2019,GB,London,so2,140,0.1,36.5,1.4,269.1,Jan-19
09/01/2019,GB,London,wind-speed,648,0.4,6.6,3.3,19,Jan-19
09/01/2019,GB,London,pm10,552,4,38,14,282.68,Jan-19
09/01/2019,GB,London,humidity,648,51.7,91,75,829.77,Jan-19
09/01/2019,GB,London,temperature,648,1.7,7,4.4,17.42,Jan-19
09/01/2019,GB,London,pm25,609,1,78,34,1515.03,Jan-19
09/01/2019,GB,London,no2,579,3.2,68.7,18.3,1003.73,Jan-19
09/01/2019,GB,London,pressure,648,1003.4,1034.5,1029.2,121.19,Jan-19
09/01/2019,GB,London,wind-gust,648,3.3,16.3,8.5,85.31,Jan-19
09/01/2019,GB,London,dew,80,0.5,1.5,1,0.91,Jan-19
09/01/2019,GB,London,co,142,3.7,57.7,10,854.15,Jan-19
10/01/2019,GB,London,o3,322,0.1,12.2,1.8,130.82,Jan-19
10/01/2019,GB,London,so2,144,0.4,6,3.2,22.98,Jan-19
10/01/2019,GB,London,wind-speed,636,0.1,3.7,1.7,8.03,Jan-19
10/01/2019,GB,London,pm10,565,10,71,29,1052.72,Jan-19
10/01/2019,GB,London,humidity,648,56.3,98,87,1421.83,Jan-19
10/01/2019,GB,London,temperature,648,-0.2,8.8,5,66.33,Jan-19
10/01/2019,GB,London,pm25,616,30,122,76,3509.87,Jan-19
10/01/2019,GB,London,no2,586,6.6,62.5,29.6,1205.5,Jan-19
10/01/2019,GB,London,pressure,648,855,1034.5,1029.5,5083.62,Jan-19
10/01/2019,GB,London,wind-gust,648,0.2,10.3,3,41.32,Jan-19
10/01/2019,GB,London,dew,88,0.5,5,3,25.45,Jan-19
10/01/2019,GB,London,co,139,4.6,14.5,11.6,67.05,Jan-19
11/01/2019,GB,London,o3,355,0.1,16.3,4,100.72,Jan-19
11/01/2019,GB,London,so2,144,0.7,6,2.1,15.49,Jan-19
11/01/2019,GB,London,wind-speed,631,0.1,4.8,2.2,11.2,Jan-19
11/01/2019,GB,London,pm10,576,7,55,19,529.29,Jan-19
11/01/2019,GB,London,humidity,648,57,98,80,1129.76,Jan-19
11/01/2019,GB,London,temperature,648,5.6,11.6,7.7,21.52,Jan-19
11/01/2019,GB,London,pm25,621,18,98,59,1971.49,Jan-19
11/01/2019,GB,London,no2,595,7.4,61.6,25.5,1094.39,Jan-19
11/01/2019,GB,London,pressure,648,855,1035.4,1029.2,5964.81,Jan-19
11/01/2019,GB,London,wind-gust,648,0.8,13,5,49.01,Jan-19
11/01/2019,GB,London,dew,160,3,6,5,9.21,Jan-19
11/01/2019,GB,London,co,132,4.6,10.9,8.2,25.06,Jan-19
12/01/2019,GB,London,o3,360,2.1,21.7,10.2,195.51,Jan-19
12/01/2019,GB,London,so2,144,1.4,4.2,2.6,7.37,Jan-19
12/01/2019,GB,London,wind-speed,635,0.5,9.5,2.7,47.23,Jan-19
12/01/2019,GB,London,pm10,576,1,34,10,182.02,Jan-19
12/01/2019,GB,London,humidity,648,55.6,93,76,780.65,Jan-19
12/01/2019,GB,London,temperature,648,6.2,12.7,9.8,30.18,Jan-19
12/01/2019,GB,London,pm25,623,1,91,29,1446.54,Jan-19
12/01/2019,GB,London,no2,596,1.8,53.9,17,903.55,Jan-19
12/01/2019,GB,London,pressure,648,843.9,1033.2,1022.1,2567.2,Jan-19
12/01/2019,GB,London,wind-gust,630,2.6,21.6,7.8,118.37,Jan-19
12/01/2019,GB,London,dew,184,3,7.5,5.5,16.31,Jan-19
12/01/2019,GB,London,co,144,4,10.9,8.2,29.15,Jan-19
13/01/2019,GB,London,o3,360,3.9,31.2,16.3,312.74,Jan-19
13/01/2019,GB,London,so2,144,0.6,3.8,2.1,8.94,Jan-19
13/01/2019,GB,London,wind-speed,601,0.5,14.6,6.4,70.97,Jan-19
13/01/2019,GB,London,pm10,576,1,75,8,230.69,Jan-19
13/01/2019,GB,London,humidity,646,51.3,91,67.6,620.76,Jan-19
13/01/2019,GB,London,temperature,646,0,14.1,11.1,36.47,Jan-19
13/01/2019,GB,London,pm25,612,1,65,22,1243,Jan-19
13/01/2019,GB,London,no2,596,0.7,46.2,9.9,773.03,Jan-19
13/01/2019,GB,London,pressure,646,836.9,1023.5,1013.7,7931.2,Jan-19
13/01/2019,GB,London,wind-gust,587,3.6,25.3,11.7,226.9,Jan-19
13/01/2019,GB,London,dew,160,2,8,7,39.14,Jan-19
13/01/2019,GB,London,co,138,3.9,7.4,7,10.22,Jan-19
14/01/2019,GB,London,o3,357,0.1,28.8,10.9,635.88,Jan-19
14/01/2019,GB,London,so2,144,0.5,3.4,1.7,10.02,Jan-19
14/01/2019,GB,London,wind-speed,644,0.4,8.6,3.3,34.46,Jan-19
14/01/2019,GB,London,pm10,571,3,48,14,457.65,Jan-19
14/01/2019,GB,London,humidity,648,52.6,86.8,69.5,691.02,Jan-19
14/01/2019,GB,London,temperature,648,4.4,11.8,8.5,21.37,Jan-19
14/01/2019,GB,London,pm25,617,2,91,35,1781.34,Jan-19
14/01/2019,GB,London,no2,572,0.4,47.6,21.5,1242.57,Jan-19
14/01/2019,GB,London,pressure,648,845.8,1028,1021,5100.8,Jan-19
14/01/2019,GB,London,wind-gust,648,0.6,17.8,8,147.79,Jan-19
14/01/2019,GB,London,dew,136,2,4,3,3.24,Jan-19
14/01/2019,GB,London,co,129,3.9,11.2,7.5,40.03,Jan-19
15/01/2019,GB,London,o3,359,0.1,26.1,7.8,323.87,Jan-19
15/01/2019,GB,London,so2,144,0.9,6.7,2.9,32.09,Jan-19
15/01/2019,GB,London,wind-speed,525,0.1,8,2.8,28.22,Jan-19
15/01/2019,GB,London,pm10,573,2,58,12,447.11,Jan-19
15/01/2019,GB,London,humidity,617,56.7,94.8,76,1225.22,Jan-19
15/01/2019,GB,London,temperature,617,1.9,13.1,8.8,81.49,Jan-19
15/01/2019,GB,London,pm25,617,4,95,31,1811.09,Jan-19
15/01/2019,GB,London,no2,579,2,62.2,20.5,1250.39,Jan-19
15/01/2019,GB,London,pressure,617,841.5,1027.1,1019,10026.3,Jan-19
15/01/2019,GB,London,wind-gust,455,0.5,17.2,6.1,88.48,Jan-19
15/01/2019,GB,London,dew,168,1,6,5,24.82,Jan-19
15/01/2019,GB,London,co,143,4.6,12.8,10.2,61.87,Jan-19
16/01/2019,GB,London,o3,352,0.1,28.3,11.1,562.74,Jan-19
16/01/2019,GB,London,so2,144,0.9,6,3.4,19.43,Jan-19
16/01/2019,GB,London,wind-speed,560,0.3,9,3.7,49.91,Jan-19
16/01/2019,GB,London,pm10,565,1,27,9,204.65,Jan-19
16/01/2019,GB,London,humidity,626,58.6,98,84,1170.04,Jan-19
16/01/2019,GB,London,temperature,626,3.3,13.6,9,71.14,Jan-19
16/01/2019,GB,London,pm25,610,1,86,26,2077.65,Jan-19
16/01/2019,GB,London,no2,583,0.1,64.7,16.1,1465.34,Jan-19
16/01/2019,GB,London,pressure,626,829.4,1018,1003.8,4302.53,Jan-19
16/01/2019,GB,London,wind-gust,513,1,20.4,7.8,198.23,Jan-19
16/01/2019,GB,London,dew,136,3,8,6,19.59,Jan-19
16/01/2019,GB,London,co,135,4.6,11.6,8.2,42.03,Jan-19
17/01/2019,GB,London,o3,353,0.1,22.3,9.2,288.49,Jan-19
17/01/2019,GB,London,so2,144,0.2,4.4,1.6,9.5,Jan-19
17/01/2019,GB,London,wind-speed,533,0.1,9,4.4,49.18,Jan-19
17/01/2019,GB,London,pm10,571,2,52,12,589.77,Jan-19
17/01/2019,GB,London,humidity,614,47.5,99,69.6,2127.05,Jan-19
17/01/2019,GB,London,temperature,624,-1.6,9.4,4.5,39.56,Jan-19
17/01/2019,GB,London,pm25,606,1,154,34,2061.06,Jan-19
17/01/2019,GB,London,no2,591,3,51.8,20.7,922.65,Jan-19
17/01/2019,GB,London,pressure,616,839.1,1022,1012.9,2693.38,Jan-19
17/01/2019,GB,London,wind-gust,485,0.1,17.6,9.2,218.61,Jan-19
17/01/2019,GB,London,dew,72,0.5,4,3,12.96,Jan-19
17/01/2019,GB,London,co,144,3.9,13.7,9.1,68.72,Jan-19
18/01/2019,GB,London,o3,324,0.1,24,4.3,324.69,Jan-19
18/01/2019,GB,London,so2,144,0.6,6,3.3,25.93,Jan-19
18/01/2019,GB,London,wind-speed,569,0.1,9.4,3,81.43,Jan-19
18/01/2019,GB,London,pm10,576,7,106,20,1182.17,Jan-19
18/01/2019,GB,London,humidity,648,45,92.9,81,946.88,Jan-19
18/01/2019,GB,London,temperature,648,-2.7,11.4,2.9,81.45,Jan-19
18/01/2019,GB,London,pm25,619,13,93,51,1628.8,Jan-19
18/01/2019,GB,London,no2,596,7,96.6,27.8,1441.67,Jan-19
18/01/2019,GB,London,pressure,648,1011.5,1019.7,1017.1,62.61,Jan-19
18/01/2019,GB,London,wind-gust,595,0.1,19,5.2,317.65,Jan-19
18/01/2019,GB,London,co,141,4.6,15.4,12.7,76.77,Jan-19
19/01/2019,GB,London,o3,350,0.1,22.8,8.8,253.22,Jan-19
19/01/2019,GB,London,so2,142,0.6,4.1,2.3,12.24,Jan-19
19/01/2019,GB,London,wind-speed,624,0.2,7.4,3.8,33.68,Jan-19
19/01/2019,GB,London,pm10,576,6,81,19,615.1,Jan-19
19/01/2019,GB,London,humidity,648,54,94.2,80.4,1137.07,Jan-19
19/01/2019,GB,London,temperature,648,1.1,9.4,4.1,52.6,Jan-19
19/01/2019,GB,London,pm25,601,17,102,52,1896.44,Jan-19
19/01/2019,GB,London,no2,596,3.9,41.2,17.7,705.52,Jan-19
19/01/2019,GB,London,pressure,648,1005.1,1015.2,1010,16.94,Jan-19
19/01/2019,GB,London,wind-gust,624,0.2,16.9,7.2,135.77,Jan-19
19/01/2019,GB,London,dew,117,1,3,2,3.73,Jan-19
19/01/2019,GB,London,co,133,4.6,11.8,10.6,42.77,Jan-19
20/01/2019,GB,London,o3,321,0.1,15.7,2.5,146.98,Jan-19
20/01/2019,GB,London,so2,144,0.9,5.2,1.7,18.58,Jan-19
20/01/2019,GB,London,wind-speed,566,0.1,3.1,1.2,3.6,Jan-19
20/01/2019,GB,London,pm10,571,12,69,27,780.27,Jan-19
20/01/2019,GB,London,humidity,648,47.6,96,78,1638.87,Jan-19
20/01/2019,GB,London,temperature,648,-4.4,9.8,2.2,62.49,Jan-19
20/01/2019,GB,London,pm25,587,25,182,76,3945.68,Jan-19
20/01/2019,GB,London,no2,591,8,44.3,24.2,503.23,Jan-19
20/01/2019,GB,London,pressure,648,841.5,1027,1018.1,5608.36,Jan-19
20/01/2019,GB,London,wind-gust,609,0.1,7.5,2.8,22.6,Jan-19
20/01/2019,GB,London,co,144,5.2,14.8,11.8,57.85,Jan-19
21/01/2019,GB,London,o3,282,0.1,19.1,2.3,194.2,Jan-19
21/01/2019,GB,London,so2,140,0.5,9.6,4,58.2,Jan-19
21/01/2019,GB,London,wind-speed,538,0.1,7.7,1.7,23.99,Jan-19
21/01/2019,GB,London,pm10,560,7,109,37,2023.46,Jan-19
21/01/2019,GB,London,humidity,648,51.6,99,81,2079.73,Jan-19
21/01/2019,GB,London,temperature,648,-2.9,9.5,4.1,132.98,Jan-19
21/01/2019,GB,London,pm25,581,14,155,93,10596.4,Jan-19
21/01/2019,GB,London,no2,583,4.7,74.7,28,1346.78,Jan-19
21/01/2019,GB,London,pressure,648,836.4,1027.4,1023.2,1728.61,Jan-19
21/01/2019,GB,London,wind-gust,554,0.1,17,4,134.37,Jan-19
21/01/2019,GB,London,dew,72,1,2,1,1.9,Jan-19
21/01/2019,GB,London,co,141,3.7,20,13.7,130.25,Jan-19
22/01/2019,GB,London,o3,300,0.2,29.9,8,428.55,Jan-19
22/01/2019,GB,London,so2,132,0.9,7.3,3.3,33.63,Jan-19
22/01/2019,GB,London,wind-speed,544,0.1,7.6,2.1,34.93,Jan-19
22/01/2019,GB,London,pm10,547,1,86,12,1084.53,Jan-19
22/01/2019,GB,London,humidity,559,54,100,84.5,1631.88,Jan-19
22/01/2019,GB,London,temperature,559,0.5,9.6,5,64.56,Jan-19
22/01/2019,GB,London,pm25,565,2,101,34,3366.05,Jan-19
22/01/2019,GB,London,no2,584,0.6,68.4,27.1,1852.52,Jan-19
22/01/2019,GB,London,pressure,559,824.3,1012,1003,8962.31,Jan-19
22/01/2019,GB,London,wind-gust,502,0.2,18.6,4.7,189.47,Jan-19
22/01/2019,GB,London,dew,135,1,5,1,22.57,Jan-19
22/01/2019,GB,London,co,129,3.2,14.7,10.9,113.42,Jan-19
23/01/2019,GB,London,o3,296,0.2,25.6,10.1,452.54,Jan-19
23/01/2019,GB,London,so2,144,1,6.8,2.1,18.85,Jan-19
23/01/2019,GB,London,wind-speed,379,0.1,5.4,3,19.37,Jan-19
23/01/2019,GB,London,pm10,548,1,61,15,728.56,Jan-19
23/01/2019,GB,London,humidity,437,59.5,95.3,86,829.77,Jan-19
23/01/2019,GB,London,temperature,437,-1.7,4.4,2,18.48,Jan-19
23/01/2019,GB,London,pm25,572,2,121,53,3881.12,Jan-19
23/01/2019,GB,London,no2,588,1.1,55.9,23.1,1577.17,Jan-19
23/01/2019,GB,London,pressure,437,997,1011.9,1005,143.78,Jan-19
23/01/2019,GB,London,wind-gust,289,0.1,12,3.6,154.55,Jan-19
23/01/2019,GB,London,co,143,3.2,16.3,10,92.02,Jan-19
24/01/2019,GB,London,o3,255,0.1,4.7,1.6,6.18,Jan-19
24/01/2019,GB,London,so2,147,0.4,16.8,5.5,89.22,Jan-19
24/01/2019,GB,London,wind-speed,429,0.1,3.6,1.2,9.83,Jan-19
24/01/2019,GB,London,pm10,559,13,59,29,493.07,Jan-19
24/01/2019,GB,London,humidity,628,51,98.5,88.2,1418.46,Jan-19
24/01/2019,GB,London,temperature,628,-2.3,8.7,3.6,91.86,Jan-19
24/01/2019,GB,London,pm25,594,1,116,80,3292.2,Jan-19
24/01/2019,GB,London,no2,593,17.5,72.4,34.5,750.76,Jan-19
24/01/2019,GB,London,pressure,628,760.3,1018.3,1011,14931.1,Jan-19
24/01/2019,GB,London,wind-gust,447,0.1,7.7,1.9,17.32,Jan-19
24/01/2019,GB,London,dew,64,1,3,2,6.83,Jan-19
24/01/2019,GB,London,co,143,6,21.9,15.2,141.76,Jan-19
25/01/2019,GB,London,o3,292,0.1,14.1,2.1,52.66,Jan-19
25/01/2019,GB,London,so2,144,1.8,15.4,5,160.21,Jan-19
25/01/2019,GB,London,wind-speed,601,0.1,6.1,1.5,16.56,Jan-19
25/01/2019,GB,London,pm10,575,5,108,20,688.86,Jan-19
25/01/2019,GB,London,humidity,648,47.6,100,88,1299.21,Jan-19
25/01/2019,GB,London,temperature,648,1.5,13.8,8.3,130.45,Jan-19
25/01/2019,GB,London,pm25,608,2,307,57,5336.14,Jan-19
25/01/2019,GB,London,no2,596,5.9,56.8,26.3,632.88,Jan-19
25/01/2019,GB,London,pressure,648,1003.2,1019.5,1013.5,28.57,Jan-19
25/01/2019,GB,London,wind-gust,617,0.2,13.6,4.5,75.05,Jan-19
25/01/2019,GB,London,dew,184,2,9,6,50,Jan-19
25/01/2019,GB,London,co,139,3.7,13.6,10,77.09,Jan-19
26/01/2019,GB,London,o3,312,2,28.7,12.4,532.07,Jan-19
26/01/2019,GB,London,so2,144,2,15.2,4.1,171.43,Jan-19
26/01/2019,GB,London,wind-speed,654,0.5,9.1,2.9,46.23,Jan-19
26/01/2019,GB,London,pm10,565,1,53,10,377.22,Jan-19
26/01/2019,GB,London,humidity,656,47,99,87,1494.82,Jan-19
26/01/2019,GB,London,temperature,656,6.1,14.2,8.3,43.46,Jan-19
26/01/2019,GB,London,pm25,583,1,137,22,2881.45,Jan-19
26/01/2019,GB,London,no2,596,1.5,44.6,12.6,865.03,Jan-19
26/01/2019,GB,London,pressure,656,820.2,1018,1003.7,5390.28,Jan-19
26/01/2019,GB,London,wind-gust,656,3,22,8.5,152.28,Jan-19
26/01/2019,GB,London,dew,168,5,8,6,8.14,Jan-19
26/01/2019,GB,London,co,141,3.7,10.6,8.3,36.58,Jan-19
27/01/2019,GB,London,o3,312,8.6,28.1,18.3,206.93,Jan-19
27/01/2019,GB,London,so2,144,0.7,16.7,2.6,236.34,Jan-19
27/01/2019,GB,London,wind-speed,672,1,14.3,7.1,83.83,Jan-19
27/01/2019,GB,London,pm10,555,1,54,11,269.36,Jan-19
27/01/2019,GB,London,humidity,672,55.5,96.5,74.3,1453.21,Jan-19
27/01/2019,GB,London,temperature,672,3.2,8.8,6.1,17.65,Jan-19
27/01/2019,GB,London,pm25,600,1,139,25,1880.42,Jan-19
27/01/2019,GB,London,no2,592,0.1,33.1,8.5,356.44,Jan-19
27/01/2019,GB,London,pressure,672,820.4,1003.1,992.7,2404.03,Jan-19
27/01/2019,GB,London,wind-gust,672,5.1,26.4,14.9,226.21,Jan-19
27/01/2019,GB,London,dew,88,0.5,6,2,44.05,Jan-19
27/01/2019,GB,London,co,136,3.7,10,8.2,30.55,Jan-19
28/01/2019,GB,London,o3,302,0.3,26.2,11.5,600.02,Jan-19
28/01/2019,GB,London,so2,137,0.5,15.4,1.2,131.75,Jan-19
28/01/2019,GB,London,wind-speed,647,0.1,9.1,4.3,46.22,Jan-19
28/01/2019,GB,London,pm10,534,3,79,13,1408.11,Jan-19
28/01/2019,GB,London,humidity,672,40,92,69,1948.16,Jan-19
28/01/2019,GB,London,temperature,672,-3.3,7.8,3.2,40.43,Jan-19
28/01/2019,GB,London,pm25,558,2,132,28,3347.53,Jan-19
28/01/2019,GB,London,no2,564,1.1,62.2,20,1966.74,Jan-19
28/01/2019,GB,London,pressure,672,995.9,1013.9,1006.8,167.44,Jan-19
28/01/2019,GB,London,wind-gust,672,0.1,16.8,9.5,218.83,Jan-19
28/01/2019,GB,London,co,127,3.1,17.2,10.6,161.9,Jan-19
29/01/2019,GB,London,o3,315,0.1,23.9,5.7,284.51,Jan-19
29/01/2019,GB,London,so2,132,0.7,7.1,2.9,38.44,Jan-19
29/01/2019,GB,London,wind-speed,632,0.1,6.2,1.9,20.05,Jan-19
29/01/2019,GB,London,pm10,504,3,93,16,2126.73,Jan-19
29/01/2019,GB,London,humidity,672,46,98,77.9,2152.52,Jan-19
29/01/2019,GB,London,temperature,672,-3.8,11.1,3.3,123.54,Jan-19
29/01/2019,GB,London,pm25,517,9,98,41,1984.93,Jan-19
29/01/2019,GB,London,no2,564,7.5,71.8,27.2,1461.06,Jan-19
29/01/2019,GB,London,pressure,672,990.1,1011.8,998.3,304.1,Jan-19
29/01/2019,GB,London,wind-gust,633,0.1,12.5,4.5,85.07,Jan-19
29/01/2019,GB,London,dew,88,0.5,3,1.5,5.1,Jan-19
29/01/2019,GB,London,co,143,3.8,16.9,12.7,130.57,Jan-19
30/01/2019,GB,London,o3,323,0.1,19.1,4.8,264.99,Jan-19
30/01/2019,GB,London,so2,144,0.2,6.8,2.6,23.96,Jan-19
30/01/2019,GB,London,wind-speed,585,0.1,4.7,1.6,12.17,Jan-19
30/01/2019,GB,London,pm10,512,1,140,16,1716.89,Jan-19
30/01/2019,GB,London,humidity,672,50.1,98,84.3,2169.02,Jan-19
30/01/2019,GB,London,temperature,672,-3.8,9.2,1.6,72.34,Jan-19
30/01/2019,GB,London,pm25,532,3,162,42,4794.76,Jan-19
30/01/2019,GB,London,no2,594,2.3,70.6,30.2,1908.45,Jan-19
30/01/2019,GB,London,pressure,672,821.7,1000.1,995.3,4877.87,Jan-19
30/01/2019,GB,London,wind-gust,539,0.1,10.3,3.6,66.49,Jan-19
30/01/2019,GB,London,co,142,2.8,16.4,11.8,112.73,Jan-19
31/01/2019,GB,London,o3,308,0.1,21.7,5.3,320.24,Jan-19
31/01/2019,GB,London,so2,136,0.2,8.9,4,57.95,Jan-19
31/01/2019,GB,London,wind-speed,527,0.1,10.8,3.4,48.91,Jan-19
31/01/2019,GB,London,pm10,538,1,111,25,1607.13,Jan-19
31/01/2019,GB,London,humidity,664,48.2,98.5,85.4,2030,Jan-19
31/01/2019,GB,London,temperature,664,-6.1,7.3,1.3,96.33,Jan-19
31/01/2019,GB,London,pm25,585,3,146,63,5167.5,Jan-19
31/01/2019,GB,London,no2,596,2.9,83.5,28.4,1898.13,Jan-19
31/01/2019,GB,London,pressure,664,979.1,999.4,991.9,176.33,Jan-19
31/01/2019,GB,London,wind-gust,494,0.1,20,9,194.31,Jan-19
