Date,Country,City,Specie,count,min,max,median,variance,year_month
02/08/2019,GB,London,no2,591,0.8,43,9.6,568.18,Aug-19
02/08/2019,GB,London,wind-speed,644,0.1,5.1,2,10.26,Aug-19
02/08/2019,GB,London,wind-gust,582,0.1,10.2,4.6,67.22,Aug-19
02/08/2019,GB,London,dew,102,12,16,14,13.68,Aug-19
02/08/2019,GB,London,pm10,508,1,46,16,433.45,Aug-19
02/08/2019,GB,London,so2,89,0.3,2,1,2.23,Aug-19
02/08/2019,GB,London,pressure,696,1010.6,1020.7,1018.8,34.31,Aug-19
02/08/2019,GB,London,co,158,1,5.6,3,9.01,Aug-19
02/08/2019,GB,London,temperature,696,14.4,27.2,19.8,112.45,Aug-19
03/08/2019,GB,London,humidity,696,37,99,67.7,3124.46,Aug-19
03/08/2019,GB,London,o3,382,1.4,39.3,14.7,739.79,Aug-19
03/08/2019,GB,London,pm25,539,5,114,35,1522.89,Aug-19
03/08/2019,GB,London,no2,579,2.1,47.2,11.2,627.73,Aug-19
03/08/2019,GB,London,wind-speed,537,0.1,4.9,1.9,11.7,Aug-19
03/08/2019,GB,London,wind-gust,532,0.1,9.3,3.6,55.64,Aug-19
03/08/2019,GB,London,dew,126,13,15.5,14.5,6.22,Aug-19
03/08/2019,GB,London,pm10,545,1,39,14,277.23,Aug-19
03/08/2019,GB,London,so2,138,0.1,2,1,3.65,Aug-19
03/08/2019,GB,London,pressure,696,1008.8,1020.9,1019,40.36,Aug-19
03/08/2019,GB,London,co,175,1.9,5.5,3.7,9.14,Aug-19
03/08/2019,GB,London,temperature,696,12.9,27.9,20.5,159.34,Aug-19
04/08/2019,GB,London,humidity,696,37,96,67.6,2522.5,Aug-19
04/08/2019,GB,London,o3,384,1.7,44.8,15.5,1102.12,Aug-19
04/08/2019,GB,London,pm25,559,9,84,40,1220.88,Aug-19
04/08/2019,GB,London,no2,575,1.4,47.2,10.4,621.26,Aug-19
04/08/2019,GB,London,wind-speed,620,0.1,5.6,2.4,24.98,Aug-19
04/08/2019,GB,London,wind-gust,580,0.1,16,4.7,137.59,Aug-19
04/08/2019,GB,London,dew,132,14,16,15,5.41,Aug-19
04/08/2019,GB,London,pm10,530,2,34,15,250.27,Aug-19
04/08/2019,GB,London,so2,168,0.1,1.4,1,0.88,Aug-19
04/08/2019,GB,London,pressure,696,1002.3,1017.8,1013.4,60.96,Aug-19
04/08/2019,GB,London,co,179,3.2,5.5,4.3,3.52,Aug-19
04/08/2019,GB,London,temperature,696,13.6,29,20.9,171.9,Aug-19
05/08/2019,GB,London,humidity,693,35,95,65,2854.65,Aug-19
05/08/2019,GB,London,o3,384,0.1,34.3,14.7,588.96,Aug-19
05/08/2019,GB,London,pm25,565,3,191,30,2307.78,Aug-19
05/08/2019,GB,London,no2,577,0.5,63,8.1,760.06,Aug-19
05/08/2019,GB,London,wind-speed,668,0.1,7,1.6,29.75,Aug-19
05/08/2019,GB,London,wind-gust,656,0.1,18.5,4.5,120.94,Aug-19
05/08/2019,GB,London,dew,132,11,17.5,14,29.81,Aug-19
05/08/2019,GB,London,pm10,549,1,168,13,1122.3,Aug-19
05/08/2019,GB,London,so2,163,0.1,3.3,1,6.36,Aug-19
05/08/2019,GB,London,pressure,693,758.2,1013.2,1009.7,9905.63,Aug-19
05/08/2019,GB,London,co,186,1.9,7.3,4,20.39,Aug-19
05/08/2019,GB,London,temperature,693,14.8,26.6,19.7,115.63,Aug-19
06/08/2019,GB,London,humidity,696,39.6,93.5,75.5,2218.45,Aug-19
06/08/2019,GB,London,o3,382,1.3,28,15.1,483.37,Aug-19
06/08/2019,GB,London,pm25,531,5,173,29,2598.17,Aug-19
06/08/2019,GB,London,no2,568,1.5,45.5,7.1,561.68,Aug-19
06/08/2019,GB,London,wind-speed,692,0.2,9.8,3.7,67.24,Aug-19
06/08/2019,GB,London,wind-gust,688,0.6,20.5,8.8,260.67,Aug-19
06/08/2019,GB,London,dew,96,12,14,13.5,3.23,Aug-19
06/08/2019,GB,London,pm10,541,4,73,13,456.65,Aug-19
06/08/2019,GB,London,so2,162,0.3,2.6,1.1,3.45,Aug-19
06/08/2019,GB,London,pressure,696,996.2,1011.2,1004.3,158.5,Aug-19
06/08/2019,GB,London,co,187,1.9,6.4,3.7,15.24,Aug-19
06/08/2019,GB,London,temperature,696,14.4,26.9,18.8,107.58,Aug-19
07/08/2019,GB,London,humidity,695,42.2,95.6,75.7,2102.78,Aug-19
07/08/2019,GB,London,o3,384,1.3,28.6,13.3,504.86,Aug-19
07/08/2019,GB,London,pm25,507,4,112,27,1499.34,Aug-19
07/08/2019,GB,London,no2,602,0.5,46.7,8.6,709.54,Aug-19
07/08/2019,GB,London,wind-speed,671,0.3,8.8,3,51.59,Aug-19
07/08/2019,GB,London,wind-gust,652,1.8,17.9,7.7,208.8,Aug-19
07/08/2019,GB,London,dew,126,12,15,13.5,4.54,Aug-19
07/08/2019,GB,London,pm10,533,2,109,12,1132.58,Aug-19
07/08/2019,GB,London,so2,165,0.1,3.2,1.4,6.74,Aug-19
07/08/2019,GB,London,pressure,695,997.2,1010,1004.6,142.75,Aug-19
07/08/2019,GB,London,co,183,1.1,7.4,3.7,27.59,Aug-19
07/08/2019,GB,London,temperature,695,13.8,25.3,18.4,88.37,Aug-19
08/08/2019,GB,London,humidity,699,39.6,99,64.3,2638.32,Aug-19
08/08/2019,GB,London,o3,381,0.6,30.7,11.8,568.39,Aug-19
08/08/2019,GB,London,pm25,532,3,74,25,1318.53,Aug-19
08/08/2019,GB,London,no2,617,1.6,74.1,10,925.21,Aug-19
08/08/2019,GB,London,wind-speed,678,0.1,7.7,2,18.84,Aug-19
08/08/2019,GB,London,wind-gust,659,0.1,13.6,4.9,87.4,Aug-19
08/08/2019,GB,London,dew,102,11,16.5,14.5,24.92,Aug-19
08/08/2019,GB,London,pm10,545,1,56,11,315.88,Aug-19
08/08/2019,GB,London,so2,162,0.1,6,1.3,21.14,Aug-19
08/08/2019,GB,London,pressure,699,993.7,1013.2,1009.5,67.79,Aug-19
08/08/2019,GB,London,co,183,1.9,8.5,3.7,38.22,Aug-19
08/08/2019,GB,London,temperature,699,12,27.4,21,177.38,Aug-19
09/08/2019,GB,London,humidity,720,46.3,97,79.2,2360.19,Aug-19
09/08/2019,GB,London,o3,382,0.5,30.7,13.8,485.51,Aug-19
09/08/2019,GB,London,pm25,566,3,68,29,1346.47,Aug-19
09/08/2019,GB,London,no2,610,1.1,40,7.5,430.92,Aug-19
09/08/2019,GB,London,wind-speed,720,0.3,12.4,3.3,71.51,Aug-19
09/08/2019,GB,London,wind-gust,715,0.1,32.2,9,263.77,Aug-19
09/08/2019,GB,London,dew,119,14.5,19,16.5,17.21,Aug-19
09/08/2019,GB,London,pm10,497,2,35,14,361.55,Aug-19
09/08/2019,GB,London,so2,153,0.1,2.4,1.4,3.41,Aug-19
09/08/2019,GB,London,pressure,720,985.2,1006.8,1000.7,94.14,Aug-19
09/08/2019,GB,London,co,147,1.9,6.4,3.2,13.17,Aug-19
09/08/2019,GB,London,temperature,720,15.9,26.8,20,89.61,Aug-19
10/08/2019,GB,London,humidity,720,46,96.3,71.5,1941.71,Aug-19
10/08/2019,GB,London,o3,384,9.2,32.7,20.5,311.98,Aug-19
10/08/2019,GB,London,pm25,578,5,73,38,1517.76,Aug-19
10/08/2019,GB,London,no2,602,0.2,29.7,4.3,258.14,Aug-19
10/08/2019,GB,London,wind-speed,720,1.6,26.3,6.1,268.85,Aug-19
10/08/2019,GB,London,wind-gust,719,5,42.1,12.7,913.58,Aug-19
10/08/2019,GB,London,dew,126,12,16,13.5,14.55,Aug-19
10/08/2019,GB,London,pm10,563,1,57,17,460.25,Aug-19
10/08/2019,GB,London,so2,120,0.1,2,1,3.18,Aug-19
10/08/2019,GB,London,pressure,720,987,1011.8,1003.6,246.97,Aug-19
10/08/2019,GB,London,co,153,1,3.7,2.8,7.89,Aug-19
10/08/2019,GB,London,temperature,720,15.4,24.6,18.1,56.99,Aug-19
11/08/2019,GB,London,humidity,720,38.6,92.2,63.3,2342.25,Aug-19
11/08/2019,GB,London,o3,384,3.2,33.5,17.7,402.77,Aug-19
11/08/2019,GB,London,pm25,587,5,104,30,1124.78,Aug-19
11/08/2019,GB,London,no2,607,0.4,33.2,5.6,405.86,Aug-19
11/08/2019,GB,London,wind-speed,710,0.5,9.6,2.1,59.36,Aug-19
11/08/2019,GB,London,wind-gust,670,1,21.6,6.2,198.63,Aug-19
11/08/2019,GB,London,dew,138,11,13,12,4.8,Aug-19
11/08/2019,GB,London,pm10,578,1,32,14,224.52,Aug-19
11/08/2019,GB,London,so2,131,0.1,1.7,1,2.93,Aug-19
11/08/2019,GB,London,pressure,720,1000.3,1013.4,1010.9,42.01,Aug-19
11/08/2019,GB,London,co,160,1,5.5,2.8,16.2,Aug-19
11/08/2019,GB,London,temperature,720,14,25.9,18.3,118.47,Aug-19
12/08/2019,GB,London,humidity,720,45.3,98.3,82.2,2328.93,Aug-19
12/08/2019,GB,London,o3,374,0.2,24.2,8.7,368.19,Aug-19
12/08/2019,GB,London,pm25,577,1,80,30,1618.36,Aug-19
12/08/2019,GB,London,no2,615,1.3,40.7,15.6,688.65,Aug-19
12/08/2019,GB,London,wind-speed,478,0.1,4.1,1.1,11.04,Aug-19
12/08/2019,GB,London,wind-gust,474,0.1,9.6,2.3,49.66,Aug-19
12/08/2019,GB,London,dew,84,8.5,13,12,17.88,Aug-19
12/08/2019,GB,London,pm10,576,1,49,11,394.76,Aug-19
12/08/2019,GB,London,so2,116,0.5,2.9,1.2,5.8,Aug-19
12/08/2019,GB,London,pressure,720,1003.6,1018,1014.1,57.39,Aug-19
12/08/2019,GB,London,co,132,1,6.6,3.7,30.37,Aug-19
12/08/2019,GB,London,temperature,720,11.4,21.1,15.1,61.82,Aug-19
13/08/2019,GB,London,humidity,720,30.6,99,58.5,4838.25,Aug-19
13/08/2019,GB,London,o3,379,0.3,38,12.8,705.15,Aug-19
13/08/2019,GB,London,pm25,597,2,141,25,1525.37,Aug-19
13/08/2019,GB,London,no2,626,0.5,40.9,12.3,734.04,Aug-19
13/08/2019,GB,London,wind-speed,574,0.1,6.1,1.8,22.86,Aug-19
13/08/2019,GB,London,wind-gust,605,0.2,14.8,4.8,98.58,Aug-19
13/08/2019,GB,London,dew,102,5.5,11,9,39.96,Aug-19
13/08/2019,GB,London,pm10,590,1,156,10,562.62,Aug-19
13/08/2019,GB,London,so2,134,0.1,2.1,1,3.65,Aug-19
13/08/2019,GB,London,pressure,720,763.2,1019.1,1017.1,2711.25,Aug-19
13/08/2019,GB,London,co,138,1.9,7.4,5.3,17.11,Aug-19
13/08/2019,GB,London,temperature,720,9,25.1,17.6,196.43,Aug-19
14/08/2019,GB,London,humidity,720,55.7,99,84.4,1439.11,Aug-19
14/08/2019,GB,London,o3,359,0.5,27.1,8.9,405.75,Aug-19
14/08/2019,GB,London,pm25,556,1,554,25,7102.94,Aug-19
14/08/2019,GB,London,no2,618,2.2,45.5,12,597.23,Aug-19
14/08/2019,GB,London,wind-speed,648,0.1,6.8,1.7,29.83,Aug-19
14/08/2019,GB,London,wind-gust,672,0.2,17.5,4.3,141.99,Aug-19
14/08/2019,GB,London,dew,186,11.5,17,14,24.36,Aug-19
14/08/2019,GB,London,pm10,556,1,307,10,1788.87,Aug-19
14/08/2019,GB,London,so2,145,0.2,2.9,1.1,3.64,Aug-19
14/08/2019,GB,London,pressure,720,1000.6,1018.3,1013.4,147,Aug-19
14/08/2019,GB,London,co,138,2.8,6.4,3.9,7.21,Aug-19
14/08/2019,GB,London,temperature,720,12.3,19.6,16.6,31.44,Aug-19
15/08/2019,GB,London,humidity,720,37.6,98,66.2,3553.92,Aug-19
15/08/2019,GB,London,o3,360,0.5,35.4,10.2,531.39,Aug-19
15/08/2019,GB,London,pm25,551,1,154,23,2220.56,Aug-19
15/08/2019,GB,London,no2,616,0.3,39.5,9.2,635.09,Aug-19
15/08/2019,GB,London,wind-speed,712,0.1,11.1,2.7,85.83,Aug-19
15/08/2019,GB,London,wind-gust,716,0.2,21.1,8.1,257.62,Aug-19
15/08/2019,GB,London,dew,189,9.5,16,11.5,40.04,Aug-19
15/08/2019,GB,London,pm10,573,1,157,10,1094.15,Aug-19
15/08/2019,GB,London,so2,115,0.1,1.8,1,3.1,Aug-19
15/08/2019,GB,London,pressure,720,999.7,1018.1,1011.4,133.04,Aug-19
15/08/2019,GB,London,co,142,1.9,5.5,3.7,9.04,Aug-19
15/08/2019,GB,London,temperature,720,13.3,23.7,18.3,76.44,Aug-19
16/08/2019,GB,London,humidity,705,48,98.7,80.7,1927.94,Aug-19
16/08/2019,GB,London,o3,359,0.3,26.3,7.1,372.06,Aug-19
16/08/2019,GB,London,pm25,559,2,60,26,1502.31,Aug-19
16/08/2019,GB,London,no2,623,1.4,40.7,10.3,534.42,Aug-19
16/08/2019,GB,London,wind-speed,574,0.1,9.2,2.6,50.39,Aug-19
16/08/2019,GB,London,wind-gust,527,0.1,21.8,7.8,233.66,Aug-19
16/08/2019,GB,London,dew,180,11.5,16,13.5,16.99,Aug-19
16/08/2019,GB,London,pm10,584,1,31,12,246.65,Aug-19
16/08/2019,GB,London,so2,140,0.1,6.5,1.1,21.51,Aug-19
16/08/2019,GB,London,pressure,705,994,1018,1011.7,233.48,Aug-19
16/08/2019,GB,London,co,156,1.9,8.2,3.8,22.4,Aug-19
16/08/2019,GB,London,temperature,705,10.6,23.3,16.8,79.64,Aug-19
17/08/2019,GB,London,humidity,720,42,98.6,72.4,2814.57,Aug-19
17/08/2019,GB,London,o3,360,1.5,33.8,10.5,466.88,Aug-19
17/08/2019,GB,London,pm25,538,2,102,29,2042.51,Aug-19
17/08/2019,GB,London,no2,625,0.3,36.2,6.5,428.38,Aug-19
17/08/2019,GB,London,wind-speed,705,0.1,9.2,1.8,45.26,Aug-19
17/08/2019,GB,London,wind-gust,720,0.5,42,4.5,260.55,Aug-19
17/08/2019,GB,London,dew,198,12,17,13,30.88,Aug-19
17/08/2019,GB,London,pm10,549,1,33,13,322.22,Aug-19
17/08/2019,GB,London,so2,104,0.1,1.3,1,1.77,Aug-19
17/08/2019,GB,London,pressure,720,995.1,1013.2,1004.6,55.9,Aug-19
17/08/2019,GB,London,co,149,1.3,5.5,4.2,12.24,Aug-19
17/08/2019,GB,London,temperature,720,14.4,24.6,17.7,76.85,Aug-19
18/08/2019,GB,London,humidity,702,42.5,97,79.6,2366.23,Aug-19
18/08/2019,GB,London,o3,379,2.7,37.7,14.1,528.26,Aug-19
18/08/2019,GB,London,pm25,558,3,68,26,1216.87,Aug-19
18/08/2019,GB,London,no2,621,0.1,37.6,6.8,429.07,Aug-19
18/08/2019,GB,London,wind-speed,613,0.1,9.2,1.7,46.14,Aug-19
18/08/2019,GB,London,wind-gust,624,0.1,20.1,3.5,197.45,Aug-19
18/08/2019,GB,London,dew,180,9.5,13.5,12.5,13.64,Aug-19
18/08/2019,GB,London,pm10,583,1,25,11,173.05,Aug-19
18/08/2019,GB,London,so2,110,0.1,1.3,0.7,1.71,Aug-19
18/08/2019,GB,London,pressure,702,993.7,1013.2,1004.8,78.52,Aug-19
18/08/2019,GB,London,co,182,2.8,5.7,4,5.65,Aug-19
18/08/2019,GB,London,temperature,702,12.2,22.9,16.2,78.8,Aug-19
19/08/2019,GB,London,humidity,720,42.3,99,69.5,2042.33,Aug-19
19/08/2019,GB,London,o3,384,2,37.9,13,607.45,Aug-19
19/08/2019,GB,London,pm25,537,3,343,27,5924.29,Aug-19
19/08/2019,GB,London,no2,624,0.4,40.2,9.4,730.8,Aug-19
19/08/2019,GB,London,wind-speed,712,0.1,8.2,1.5,42.09,Aug-19
19/08/2019,GB,London,wind-gust,716,0.3,20.2,4,159.37,Aug-19
19/08/2019,GB,London,dew,207,8.5,12.5,11,9.93,Aug-19
19/08/2019,GB,London,pm10,587,1,437,12,7907,Aug-19
19/08/2019,GB,London,so2,130,0.1,2.1,1.2,4.54,Aug-19
19/08/2019,GB,London,pressure,720,1001.8,1018.9,1013.8,91.05,Aug-19
19/08/2019,GB,London,co,188,2.8,7.4,3.9,18.61,Aug-19
19/08/2019,GB,London,temperature,720,11.6,22.4,16.6,83.26,Aug-19
20/08/2019,GB,London,humidity,720,20.6,99,59.5,4263.16,Aug-19
20/08/2019,GB,London,o3,374,0.5,46.7,14,946.1,Aug-19
20/08/2019,GB,London,pm25,569,3,149,32,2957.3,Aug-19
20/08/2019,GB,London,no2,615,0.8,66.2,14,1276,Aug-19
20/08/2019,GB,London,wind-speed,596,0.1,6.4,2,22.03,Aug-19
20/08/2019,GB,London,wind-gust,644,0.1,15.8,4,114.58,Aug-19
20/08/2019,GB,London,dew,207,6,11,8,31.66,Aug-19
20/08/2019,GB,London,pm10,566,1,128,14,782.17,Aug-19
20/08/2019,GB,London,so2,106,0.1,2.3,0.9,4.08,Aug-19
20/08/2019,GB,London,pressure,720,683,1027.5,1022.6,18977.5,Aug-19
20/08/2019,GB,London,co,192,2.8,7.4,4.6,19.79,Aug-19
20/08/2019,GB,London,temperature,720,10,23.7,16.2,140.84,Aug-19
21/08/2019,GB,London,humidity,720,37.3,99,60.3,2794.44,Aug-19
21/08/2019,GB,London,o3,368,0.2,36,12.2,979.62,Aug-19
21/08/2019,GB,London,pm25,567,3,99,41,1678.48,Aug-19
21/08/2019,GB,London,no2,626,2.4,47.9,16.4,959.85,Aug-19
21/08/2019,GB,London,wind-speed,566,0.1,6,2.6,24.18,Aug-19
21/08/2019,GB,London,wind-gust,558,0.1,21.2,6.1,289.21,Aug-19
21/08/2019,GB,London,dew,198,8.5,12,10,8.37,Aug-19
21/08/2019,GB,London,pm10,597,4,59,16,405.29,Aug-19
21/08/2019,GB,London,so2,124,0.5,2.1,1,2.76,Aug-19
21/08/2019,GB,London,pressure,720,1013.2,1028.6,1026.7,101.04,Aug-19
21/08/2019,GB,London,co,188,3.7,7.5,5.3,13.8,Aug-19
21/08/2019,GB,London,temperature,720,8.8,25.1,17.5,208.55,Aug-19
22/08/2019,GB,London,humidity,712,41.2,98,65.4,2784.93,Aug-19
22/08/2019,GB,London,o3,382,1.9,34.4,16.9,728.76,Aug-19
22/08/2019,GB,London,pm25,566,5,85,39,1710.22,Aug-19
22/08/2019,GB,London,no2,612,1.3,51.1,12.9,1198.96,Aug-19
22/08/2019,GB,London,wind-speed,651,0.1,7.8,2.1,28.39,Aug-19
22/08/2019,GB,London,wind-gust,665,0.2,17.6,6.1,170.09,Aug-19
22/08/2019,GB,London,dew,171,10.5,14,11.5,12.3,Aug-19
22/08/2019,GB,London,pm10,585,2,41,15,288.18,Aug-19
22/08/2019,GB,London,so2,120,0.1,1.7,1.1,2.77,Aug-19
22/08/2019,GB,London,pressure,712,1012.5,1026.4,1024.7,120.88,Aug-19
22/08/2019,GB,London,co,187,3.7,7.4,4.7,12.06,Aug-19
22/08/2019,GB,London,temperature,712,10.5,25.6,19.1,197.84,Aug-19
23/08/2019,GB,London,humidity,710,42.6,98.7,66,2944.43,Aug-19
23/08/2019,GB,London,o3,369,0.2,39,9.7,1177.37,Aug-19
23/08/2019,GB,London,pm25,542,9,122,43,2434,Aug-19
23/08/2019,GB,London,no2,597,1.7,71.6,18.7,1436.55,Aug-19
23/08/2019,GB,London,wind-speed,521,0.1,11.4,2.2,67.19,Aug-19
23/08/2019,GB,London,wind-gust,487,0.1,24.6,6,518.45,Aug-19
23/08/2019,GB,London,dew,126,14,16,15,2.94,Aug-19
23/08/2019,GB,London,pm10,550,3,46,17,514.14,Aug-19
23/08/2019,GB,London,so2,87,0.1,2.3,1.1,3.49,Aug-19
23/08/2019,GB,London,pressure,710,1009.7,1026.6,1024.4,111.05,Aug-19
23/08/2019,GB,London,co,179,3.2,7.3,4.6,5.18,Aug-19
23/08/2019,GB,London,temperature,710,11.8,28.5,20.2,199.32,Aug-19
24/08/2019,GB,London,humidity,710,24,99,63.6,5091.11,Aug-19
24/08/2019,GB,London,o3,350,0.2,69.8,15.8,3964.29,Aug-19
24/08/2019,GB,London,pm25,546,13,158,68,8278.45,Aug-19
24/08/2019,GB,London,no2,580,1.7,81.9,26.3,1944.18,Aug-19
24/08/2019,GB,London,wind-speed,478,0.1,7.4,2.1,30.32,Aug-19
24/08/2019,GB,London,wind-gust,407,0.1,21.1,5.5,272.26,Aug-19
24/08/2019,GB,London,dew,200,11,17,14,27.65,Aug-19
24/08/2019,GB,London,pm10,554,9,68,29,1432.83,Aug-19
24/08/2019,GB,London,so2,157,0.1,2.2,0.6,2.53,Aug-19
24/08/2019,GB,London,pressure,710,680.1,1022.7,1019.1,19133.7,Aug-19
24/08/2019,GB,London,co,180,4,7.4,5.4,8.28,Aug-19
24/08/2019,GB,London,temperature,710,10,31.6,21.1,312.18,Aug-19
25/08/2019,GB,London,humidity,690,28.6,97.5,56.3,4183.83,Aug-19
25/08/2019,GB,London,o3,384,0.9,65.5,17.6,2677.56,Aug-19
25/08/2019,GB,London,pm25,540,9,172,77,18182.9,Aug-19
25/08/2019,GB,London,no2,591,1.3,76,23.4,1968.31,Aug-19
25/08/2019,GB,London,wind-speed,481,0.1,7.4,3,39.06,Aug-19
25/08/2019,GB,London,wind-gust,418,0.2,20,8.4,386.35,Aug-19
25/08/2019,GB,London,dew,200,12,17,15.5,16.39,Aug-19
25/08/2019,GB,London,pm10,542,6,73,33,2587.77,Aug-19
25/08/2019,GB,London,so2,153,0.1,3.6,0.6,5.76,Aug-19
25/08/2019,GB,London,pressure,690,1005.9,1020.3,1018,42.46,Aug-19
25/08/2019,GB,London,co,189,3.9,9.1,5.5,13.28,Aug-19
25/08/2019,GB,London,temperature,690,13.1,33.6,23.5,315.48,Aug-19
26/08/2019,GB,London,humidity,681,23,98.8,52.5,3394.25,Aug-19
26/08/2019,GB,London,o3,367,0.2,63.9,19.3,3461.04,Aug-19
26/08/2019,GB,London,pm25,538,17,152,73,5538.59,Aug-19
26/08/2019,GB,London,no2,590,1.9,81.9,25.8,2307.56,Aug-19
26/08/2019,GB,London,wind-speed,459,0.1,8.2,2.5,55.05,Aug-19
26/08/2019,GB,London,wind-gust,395,0.1,19.1,7.7,406.45,Aug-19
26/08/2019,GB,London,dew,180,12.5,17.5,16,30.54,Aug-19
26/08/2019,GB,London,pm10,535,7,57,28,978.5,Aug-19
26/08/2019,GB,London,so2,176,0.1,3.8,0.7,8.25,Aug-19
26/08/2019,GB,London,pressure,681,1009,1020.3,1017.6,52.49,Aug-19
26/08/2019,GB,London,co,173,4.6,9.1,6.4,10.78,Aug-19
26/08/2019,GB,London,temperature,681,13.3,34.4,24.6,267.96,Aug-19
27/08/2019,GB,London,humidity,691,31.6,98,51.6,3001.08,Aug-19
27/08/2019,GB,London,o3,323,0.3,85.8,17.2,4088.84,Aug-19
27/08/2019,GB,London,pm25,515,13,158,71,5488.73,Aug-19
27/08/2019,GB,London,no2,568,2.6,105.9,28.1,2975.28,Aug-19
27/08/2019,GB,London,wind-speed,509,0.1,11.1,2.4,57.32,Aug-19
27/08/2019,GB,London,wind-gust,470,0.1,26.4,6.8,535.59,Aug-19
27/08/2019,GB,London,dew,207,13.5,18.5,16,13.87,Aug-19
27/08/2019,GB,London,pm10,495,10,76,29,1438.5,Aug-19
27/08/2019,GB,London,so2,123,0.1,24.8,0.8,352.12,Aug-19
27/08/2019,GB,London,pressure,691,1006.6,1017.5,1014.2,34.53,Aug-19
27/08/2019,GB,London,co,127,1.9,9.3,5.5,45.26,Aug-19
27/08/2019,GB,London,temperature,691,13.8,34.1,25.2,267.14,Aug-19
28/08/2019,GB,London,humidity,687,30.7,96.3,58.2,2470.32,Aug-19
28/08/2019,GB,London,o3,382,0.7,31.5,15.1,621.49,Aug-19
28/08/2019,GB,London,pm25,540,5,112,33,1988.76,Aug-19
28/08/2019,GB,London,no2,577,2.6,54.5,10.9,866.58,Aug-19
28/08/2019,GB,London,wind-speed,565,0.1,7.4,3.1,31.82,Aug-19
28/08/2019,GB,London,wind-gust,560,0.1,18.7,7.6,264.78,Aug-19
28/08/2019,GB,London,dew,207,11,17,14.5,28.28,Aug-19
28/08/2019,GB,London,pm10,560,2,81,12,403.92,Aug-19
28/08/2019,GB,London,so2,97,0.1,3.3,1.9,8.83,Aug-19
28/08/2019,GB,London,pressure,687,1003.6,1016,1014,28.37,Aug-19
28/08/2019,GB,London,co,192,1,5.5,4,14.94,Aug-19
28/08/2019,GB,London,temperature,687,13.3,27.9,22.5,100.26,Aug-19
29/08/2019,GB,London,humidity,679,34,94,61,3117.03,Aug-19
29/08/2019,GB,London,o3,384,0.9,32.9,15.2,614,Aug-19
29/08/2019,GB,London,pm25,522,1,118,25,2448.86,Aug-19
29/08/2019,GB,London,no2,565,1.1,46.9,9.3,865.65,Aug-19
29/08/2019,GB,London,wind-speed,629,0.1,9,2.5,41.83,Aug-19
29/08/2019,GB,London,wind-gust,612,0.1,18.8,5.7,150.43,Aug-19
29/08/2019,GB,London,dew,216,8.5,15,10.5,39.97,Aug-19
29/08/2019,GB,London,pm10,565,1,102,10,732.89,Aug-19
29/08/2019,GB,London,so2,92,0.1,2.1,1.3,3.71,Aug-19
29/08/2019,GB,London,pressure,679,1007.2,1022.7,1020,77.29,Aug-19
29/08/2019,GB,London,co,184,1,6.5,3.9,19.96,Aug-19
29/08/2019,GB,London,temperature,679,11.3,25.7,18.7,139.54,Aug-19
30/08/2019,GB,London,humidity,698,40,97.5,62,2995.39,Aug-19
30/08/2019,GB,London,o3,383,1.5,31.9,14.2,553.95,Aug-19
30/08/2019,GB,London,pm25,549,5,93,30,1658.18,Aug-19
30/08/2019,GB,London,no2,554,2.5,48.3,11,899.97,Aug-19
30/08/2019,GB,London,wind-speed,664,0.1,10.7,2.8,70.04,Aug-19
30/08/2019,GB,London,wind-gust,686,0.1,30.2,7.7,528.2,Aug-19
30/08/2019,GB,London,dew,93,11,13,12.5,2.52,Aug-19
30/08/2019,GB,London,pm10,550,2,107,13,413.8,Aug-19
30/08/2019,GB,London,so2,128,0.3,3.4,1.2,2.92,Aug-19
30/08/2019,GB,London,pressure,698,1009.7,1022.7,1020.5,115.96,Aug-19
30/08/2019,GB,London,co,183,1.9,5.5,3.8,5.55,Aug-19
30/08/2019,GB,London,temperature,698,11.6,26.1,19.1,168.35,Aug-19
31/08/2019,GB,London,humidity,673,38,98.6,62.6,2323.94,Aug-19
31/08/2019,GB,London,o3,383,0.7,31.2,10.8,522.6,Aug-19
31/08/2019,GB,London,pm25,542,3,167,30,2592.99,Aug-19
31/08/2019,GB,London,no2,554,1.6,55.2,11.2,900.7,Aug-19
31/08/2019,GB,London,wind-speed,531,0.1,13.3,4.3,77.02,Aug-19
31/08/2019,GB,London,wind-gust,541,0.2,22.8,8.2,417.4,Aug-19
31/08/2019,GB,London,dew,175,9,14,13,23.53,Aug-19
31/08/2019,GB,London,pm10,536,1,221,12,1918.49,Aug-19
31/08/2019,GB,London,so2,92,0.1,2.1,1.1,3.48,Aug-19
31/08/2019,GB,London,pressure,673,1003.5,1018.1,1012.1,56.47,Aug-19
31/08/2019,GB,London,co,154,1.9,5.5,3.7,9.1,Aug-19
31/08/2019,GB,London,temperature,673,11.1,26.6,18.5,123.43,Aug-19
01/09/2019,GB,London,humidity,684,31.2,96.2,52.8,2702.78,Sep-19
01/09/2019,GB,London,o3,384,2.7,27.9,13.1,416.21,Sep-19
01/09/2019,GB,London,pm25,532,1,87,22,1458.91,Sep-19
01/09/2019,GB,London,no2,575,0.1,39.8,9.1,439.42,Sep-19
01/09/2019,GB,London,wind-speed,528,0.1,17.4,4.1,107.29,Sep-19
01/09/2019,GB,London,wind-gust,554,0.1,51.5,9.4,1386.37,Sep-19
01/09/2019,GB,London,dew,162,4.5,9,6.5,20.56,Sep-19
